CPUPAXFE Index_ratio_annual,Date
1022.9040141305137,1999-03-03
1022.9009973014953,1999-03-04
1022.8979808422753,1999-03-05
1022.8949647527855,1999-03-06
1022.8919490329581,1999-03-07
1022.8889336827251,1999-03-08
1022.8859187020187,1999-03-09
1022.8829040907707,1999-03-10
1022.879889848913,1999-03-11
1022.8768759763781,1999-03-12
1022.8738624730981,1999-03-13
1022.8708493390053,1999-03-14
1022.8678365740313,1999-03-15
1022.864824178109,1999-03-16
1022.8618121511697,1999-03-17
1022.8588004931468,1999-03-18
1022.855789203971,1999-03-19
1022.8527782835761,1999-03-20
1022.8497677318933,1999-03-21
1022.8467575488551,1999-03-22
1022.8437477343944,1999-03-23
1022.840738288443,1999-03-24
1022.8377292109326,1999-03-25
1022.8347205017967,1999-03-26
1022.8317121609671,1999-03-27
1022.828704188376,1999-03-28
1022.8256965839562,1999-03-29
1022.82268934764,1999-03-30
1022.8196824793598,1999-03-31
1022.8134555590085,1999-04-01
1022.8072294006361,1999-04-02
1022.8010040041022,1999-04-03
1022.7947793692675,1999-04-04
1022.7885554959922,1999-04-05
1022.7823323841366,1999-04-06
1022.7761100335606,1999-04-07
1022.7698884441247,1999-04-08
1022.7636676156893,1999-04-09
1022.7574475481148,1999-04-10
1022.7512282412613,1999-04-11
1022.7450096949899,1999-04-12
1022.7387919091607,1999-04-13
1022.7325748836341,1999-04-14
1022.7263586182708,1999-04-15
1022.7201431129314,1999-04-16
1022.7139283674766,1999-04-17
1022.7077143817668,1999-04-18
1022.701501155663,1999-04-19
1022.6952886890256,1999-04-20
1022.689076981716,1999-04-21
1022.682866033594,1999-04-22
1022.6766558445213,1999-04-23
1022.6704464143584,1999-04-24
1022.6642377429661,1999-04-25
1022.6580298302055,1999-04-26
1022.6518226759373,1999-04-27
1022.6456162800231,1999-04-28
1022.6394106423231,1999-04-29
1022.6332057626992,1999-04-30
1022.6351107003655,1999-05-01
1022.6370154175995,1999-05-02
1022.6389199144393,1999-05-03
1022.6408241909227,1999-05-04
1022.6427282470887,1999-05-05
1022.644632082975,1999-05-06
1022.6465356986201,1999-05-07
1022.6484390940623,1999-05-08
1022.6503422693396,1999-05-09
1022.6522452244901,1999-05-10
1022.6541479595525,1999-05-11
1022.6560504745643,1999-05-12
1022.657952769564,1999-05-13
1022.6598548445899,1999-05-14
1022.6617566996798,1999-05-15
1022.6636583348723,1999-05-16
1022.665559750205,1999-05-17
1022.6674609457167,1999-05-18
1022.6693619214446,1999-05-19
1022.6712626774279,1999-05-20
1022.6731632137038,1999-05-21
1022.6750635303109,1999-05-22
1022.6769636272869,1999-05-23
1022.6788635046702,1999-05-24
1022.6807631624986,1999-05-25
1022.6826626008105,1999-05-26
1022.6845618196436,1999-05-27
1022.6864608190364,1999-05-28
1022.6883595990262,1999-05-29
1022.6902581596519,1999-05-30
1022.6921565009508,1999-05-31
1022.6892050595868,1999-06-01
1022.6862539686106,1999-06-02
1022.6833032279592,1999-06-03
1022.6803528375706,1999-06-04
1022.6774027973822,1999-06-05
1022.674453107332,1999-06-06
1022.6715037673572,1999-06-07
1022.668554777396,1999-06-08
1022.6656061373858,1999-06-09
1022.6626578472642,1999-06-10
1022.6597099069687,1999-06-11
1022.6567623164378,1999-06-12
1022.6538150756089,1999-06-13
1022.6508681844198,1999-06-14
1022.647921642808,1999-06-15
1022.6449754507112,1999-06-16
1022.6420296080679,1999-06-17
1022.6390841148159,1999-06-18
1022.6361389708925,1999-06-19
1022.6331941762355,1999-06-20
1022.6302497307831,1999-06-21
1022.6273056344729,1999-06-22
1022.6243618872433,1999-06-23
1022.6214184890321,1999-06-24
1022.6184754397771,1999-06-25
1022.6155327394156,1999-06-26
1022.6125903878869,1999-06-27
1022.6096483851279,1999-06-28
1022.606706731077,1999-06-29
1022.6037654256723,1999-06-30
1022.5959836836143,1999-07-01
1022.5882028886634,1999-07-02
1022.5804230406466,1999-07-03
1022.5726441393905,1999-07-04
1022.5648661847232,1999-07-05
1022.5570891764713,1999-07-06
1022.5493131144624,1999-07-07
1022.5415379985237,1999-07-08
1022.5337638284825,1999-07-09
1022.5259906041662,1999-07-10
1022.5182183254022,1999-07-11
1022.5104469920184,1999-07-12
1022.5026766038413,1999-07-13
1022.4949071606998,1999-07-14
1022.4871386624206,1999-07-15
1022.4793711088315,1999-07-16
1022.4716044997606,1999-07-17
1022.4638388350353,1999-07-18
1022.456074114483,1999-07-19
1022.4483103379322,1999-07-20
1022.4405475052101,1999-07-21
1022.4327856161457,1999-07-22
1022.4250246705654,1999-07-23
1022.4172646682987,1999-07-24
1022.4095056091725,1999-07-25
1022.4017474930155,1999-07-26
1022.3939903196559,1999-07-27
1022.3862340889212,1999-07-28
1022.3784788006399,1999-07-29
1022.3707244546403,1999-07-30
1022.3629710507507,1999-07-31
1022.3584156168422,1999-08-01
1022.3538607363264,1999-08-02
1022.3493064091024,1999-08-03
1022.3447526350697,1999-08-04
1022.3401994141269,1999-08-05
1022.3356467461737,1999-08-06
1022.3310946311092,1999-08-07
1022.326543068833,1999-08-08
1022.3219920592437,1999-08-09
1022.317441602242,1999-08-10
1022.3128916977255,1999-08-11
1022.3083423455947,1999-08-12
1022.3037935457487,1999-08-13
1022.299245298087,1999-08-14
1022.2946976025094,1999-08-15
1022.2901504589146,1999-08-16
1022.2856038672028,1999-08-17
1022.2810578272735,1999-08-18
1022.2765123390257,1999-08-19
1022.2719674023593,1999-08-20
1022.2674230171742,1999-08-21
1022.2628791833698,1999-08-22
1022.2583359008457,1999-08-23
1022.2537931695016,1999-08-24
1022.2492509892369,1999-08-25
1022.2447093599518,1999-08-26
1022.2401682815461,1999-08-27
1022.235627753919,1999-08-28
1022.2310877769709,1999-08-29
1022.2265483506014,1999-08-30
1022.2220094747104,1999-08-31
1022.206160861442,1999-09-01
1022.1903143720931,1999-09-02
1022.1744700062375,1999-09-03
1022.1586277634478,1999-09-04
1022.1427876432972,1999-09-05
1022.1269496453594,1999-09-06
1022.1111137692079,1999-09-07
1022.0952800144166,1999-09-08
1022.0794483805588,1999-09-09
1022.0636188672082,1999-09-10
1022.0477914739397,1999-09-11
1022.0319662003267,1999-09-12
1022.0161430459437,1999-09-13
1022.0003220103649,1999-09-14
1021.9845030931646,1999-09-15
1021.9686862939175,1999-09-16
1021.9528716121989,1999-09-17
1021.9370590475825,1999-09-18
1021.921248599644,1999-09-19
1021.9054402679576,1999-09-20
1021.8896340520996,1999-09-21
1021.8738299516443,1999-09-22
1021.858027966168,1999-09-23
1021.8422280952448,1999-09-24
1021.8264303384512,1999-09-25
1021.8106346953629,1999-09-26
1021.7948411655556,1999-09-27
1021.7790497486052,1999-09-28
1021.7632604440877,1999-09-29
1021.7474732515789,1999-09-30
1021.7397188947502,1999-10-01
1021.7319655256413,1999-10-02
1021.724213144064,1999-10-03
1021.7164617498298,1999-10-04
1021.7087113427498,1999-10-05
1021.7009619226354,1999-10-06
1021.6932134892979,1999-10-07
1021.6854660425494,1999-10-08
1021.6777195822011,1999-10-09
1021.6699741080647,1999-10-10
1021.6622296199519,1999-10-11
1021.6544861176745,1999-10-12
1021.6467436010441,1999-10-13
1021.6390020698726,1999-10-14
1021.6312615239721,1999-10-15
1021.623521963154,1999-10-16
1021.6157833872306,1999-10-17
1021.6080457960142,1999-10-18
1021.6003091893161,1999-10-19
1021.5925735669491,1999-10-20
1021.5848389287249,1999-10-21
1021.5771052744562,1999-10-22
1021.5693726039547,1999-10-23
1021.5616409170332,1999-10-24
1021.5539102135036,1999-10-25
1021.5461804931788,1999-10-26
1021.5384517558707,1999-10-27
1021.530724001392,1999-10-28
1021.5229972295556,1999-10-29
1021.5152714401735,1999-10-30
1021.5075466330587,1999-10-31
1021.5046586540676,1999-11-01
1021.5017710238562,1999-11-02
1021.4988837423625,1999-11-03
1021.4959968095228,1999-11-04
1021.4931102252738,1999-11-05
1021.4902239895525,1999-11-06
1021.4873381022959,1999-11-07
1021.4844525634403,1999-11-08
1021.4815673729233,1999-11-09
1021.4786825306817,1999-11-10
1021.4757980366526,1999-11-11
1021.4729138907721,1999-11-12
1021.470030092978,1999-11-13
1021.4671466432073,1999-11-14
1021.4642635413968,1999-11-15
1021.4613807874831,1999-11-16
1021.4584983814038,1999-11-17
1021.4556163230961,1999-11-18
1021.4527346124962,1999-11-19
1021.4498532495421,1999-11-20
1021.4469722341705,1999-11-21
1021.4440915663183,1999-11-22
1021.441211245923,1999-11-23
1021.4383312729211,1999-11-24
1021.4354516472509,1999-11-25
1021.4325723688487,1999-11-26
1021.4296934376518,1999-11-27
1021.4268148535976,1999-11-28
1021.423936616623,1999-11-29
1021.4210587266657,1999-11-30
1021.4133543569883,1999-12-01
1021.4056509649591,1999-12-02
1021.3979485503922,1999-12-03
1021.3902471131016,1999-12-04
1021.3825466529009,1999-12-05
1021.3748471696048,1999-12-06
1021.3671486630269,1999-12-07
1021.3594511329817,1999-12-08
1021.351754579283,1999-12-09
1021.3440590017452,1999-12-10
1021.3363644001832,1999-12-11
1021.3286707744106,1999-12-12
1021.3209781242418,1999-12-13
1021.3132864494921,1999-12-14
1021.3055957499748,1999-12-15
1021.2979060255052,1999-12-16
1021.2902172758979,1999-12-17
1021.2825295009671,1999-12-18
1021.2748427005282,1999-12-19
1021.2671568743948,1999-12-20
1021.2594720223825,1999-12-21
1021.2517881443061,1999-12-22
1021.2441052399802,1999-12-23
1021.2364233092198,1999-12-24
1021.2287423518396,1999-12-25
1021.2210623676555,1999-12-26
1021.2133833564812,1999-12-27
1021.2057053181328,1999-12-28
1021.1980282524254,1999-12-29
1021.1903521591735,1999-12-30
1021.1826770381933,1999-12-31
1021.1670199780572,2000-01-01
1021.1513649999602,2000-01-02
1021.1357121034873,2000-01-03
1021.1200612882237,2000-01-04
1021.104412553754,2000-01-05
1021.0887658996631,2000-01-06
1021.0731213255366,2000-01-07
1021.0574788309593,2000-01-08
1021.0418384155168,2000-01-09
1021.0262000787948,2000-01-10
1021.0105638203784,2000-01-11
1020.994929639854,2000-01-12
1020.9792975368069,2000-01-13
1020.9636675108231,2000-01-14
1020.948039561489,2000-01-15
1020.9324136883904,2000-01-16
1020.9167898911143,2000-01-17
1020.901168169246,2000-01-18
1020.8855485223725,2000-01-19
1020.8699309500802,2000-01-20
1020.8543154519566,2000-01-21
1020.8387020275877,2000-01-22
1020.8230906765606,2000-01-23
1020.8074813984622,2000-01-24
1020.7918741928802,2000-01-25
1020.7762690594012,2000-01-26
1020.7606659976133,2000-01-27
1020.7450650071036,2000-01-28
1020.7294660874593,2000-01-29
1020.7138692382683,2000-01-30
1020.6982744591189,2000-01-31
1020.6922266302021,2000-02-01
1020.6861795656441,2000-02-02
1020.6801332653002,2000-02-03
1020.6740877290252,2000-02-04
1020.668042956675,2000-02-05
1020.661998948105,2000-02-06
1020.6559557031694,2000-02-07
1020.6499132217244,2000-02-08
1020.6438715036246,2000-02-09
1020.6378305487262,2000-02-10
1020.6317903568839,2000-02-11
1020.6257509279533,2000-02-12
1020.6197122617903,2000-02-13
1020.6136743582497,2000-02-14
1020.6076372171875,2000-02-15
1020.6016008384591,2000-02-16
1020.5955652219202,2000-02-17
1020.5895303674266,2000-02-18
1020.5834962748338,2000-02-19
1020.5774629439971,2000-02-20
1020.5714303747734,2000-02-21
1020.5653985670172,2000-02-22
1020.559367520585,2000-02-23
1020.5533372353332,2000-02-24
1020.5473077111166,2000-02-25
1020.5412789477919,2000-02-26
1020.5352509452143,2000-02-27
1020.5292237032409,2000-02-28
1020.5611389061238,2000-02-29
1020.561352470651,2000-03-01
1020.5615660102544,2000-03-02
1020.561779524939,2000-03-03
1020.5619930147092,2000-03-04
1020.5622064795689,2000-03-05
1020.5624199195231,2000-03-06
1020.5626333345756,2000-03-07
1020.562846724731,2000-03-08
1020.5630600899938,2000-03-09
1020.5632734303679,2000-03-10
1020.5634867458583,2000-03-11
1020.5637000364688,2000-03-12
1020.5639133022041,2000-03-13
1020.5641265430683,2000-03-14
1020.5643397590658,2000-03-15
1020.564552950201,2000-03-16
1020.5647661164786,2000-03-17
1020.5649792579021,2000-03-18
1020.5651923744769,2000-03-19
1020.5654054662061,2000-03-20
1020.5656185330952,2000-03-21
1020.5658315751482,2000-03-22
1020.5660445923689,2000-03-23
1020.5662575847622,2000-03-24
1020.5664705523325,2000-03-25
1020.5666834950836,2000-03-26
1020.5668964130207,2000-03-27
1020.5671093061472,2000-03-28
1020.5673221744682,2000-03-29
1020.5675350179876,2000-03-30
1020.5677478367095,2000-03-31
1020.579023948338,2000-04-01
1020.5902988173999,2000-04-02
1020.6015724441011,2000-04-03
1020.6128448286465,2000-04-04
1020.6241159712418,2000-04-05
1020.6353858720921,2000-04-06
1020.6466545314023,2000-04-07
1020.657921949378,2000-04-08
1020.669188126224,2000-04-09
1020.6804530621453,2000-04-10
1020.6917167573472,2000-04-11
1020.7029792120347,2000-04-12
1020.7142404264121,2000-04-13
1020.725500400685,2000-04-14
1020.736759135058,2000-04-15
1020.7480166297357,2000-04-16
1020.7592728849229,2000-04-17
1020.7705279008246,2000-04-18
1020.7817816776451,2000-04-19
1020.7930342155892,2000-04-20
1020.8042855148612,2000-04-21
1020.8155355756662,2000-04-22
1020.8267843982079,2000-04-23
1020.8380319826913,2000-04-24
1020.8492783293204,2000-04-25
1020.8605234383,2000-04-26
1020.8717673098341,2000-04-27
1020.8830099441268,2000-04-28
1020.8942513413824,2000-04-29
1020.9054915018055,2000-04-30
1020.907214547654,2000-05-01
1020.9089373876996,2000-05-02
1020.9106600219792,2000-05-03
1020.91238245053,2000-05-04
1020.9141046733885,2000-05-05
1020.9158266905919,2000-05-06
1020.9175485021765,2000-05-07
1020.9192701081791,2000-05-08
1020.9209915086374,2000-05-09
1020.9227127035874,2000-05-10
1020.9244336930661,2000-05-11
1020.9261544771103,2000-05-12
1020.9278750557569,2000-05-13
1020.9295954290429,2000-05-14
1020.9313155970041,2000-05-15
1020.9330355596783,2000-05-16
1020.9347553171016,2000-05-17
1020.9364748693114,2000-05-18
1020.9381942163437,2000-05-19
1020.9399133582356,2000-05-20
1020.9416322950236,2000-05-21
1020.9433510267445,2000-05-22
1020.9450695534354,2000-05-23
1020.9467878751324,2000-05-24
1020.9485059918727,2000-05-25
1020.9502239036921,2000-05-26
1020.9519416106283,2000-05-27
1020.9536591127172,2000-05-28
1020.955376409996,2000-05-29
1020.9570935025008,2000-05-30
1020.9588103902686,2000-05-31
1020.9668594255061,2000-06-01
1020.9749075516335,2000-06-02
1020.9829547688045,2000-06-03
1020.9910010771729,2000-06-04
1020.9990464768932,2000-06-05
1021.0070909681191,2000-06-06
1021.0151345510045,2000-06-07
1021.0231772257029,2000-06-08
1021.0312189923685,2000-06-09
1021.0392598511551,2000-06-10
1021.0472998022161,2000-06-11
1021.0553388457054,2000-06-12
1021.0633769817765,2000-06-13
1021.0714142105832,2000-06-14
1021.0794505322792,2000-06-15
1021.087485947018,2000-06-16
1021.0955204549526,2000-06-17
1021.1035540562374,2000-06-18
1021.1115867510252,2000-06-19
1021.1196185394698,2000-06-20
1021.1276494217243,2000-06-21
1021.1356793979421,2000-06-22
1021.1437084682767,2000-06-23
1021.151736632881,2000-06-24
1021.1597638919088,2000-06-25
1021.1677902455132,2000-06-26
1021.1758156938464,2000-06-27
1021.1838402370632,2000-06-28
1021.1918638753154,2000-06-29
1021.1998866087567,2000-06-30
1021.2157927358707,2000-07-01
1021.2316971691101,2000-07-02
1021.2475999087457,2000-07-03
1021.2635009550482,2000-07-04
1021.2794003082881,2000-07-05
1021.2952979687354,2000-07-06
1021.3111939366605,2000-07-07
1021.3270882123342,2000-07-08
1021.3429807960262,2000-07-09
1021.3588716880065,2000-07-10
1021.3747608885462,2000-07-11
1021.390648397914,2000-07-12
1021.4065342163811,2000-07-13
1021.4224183442162,2000-07-14
1021.4383007816903,2000-07-15
1021.4541815290728,2000-07-16
1021.470060586633,2000-07-17
1021.4859379546413,2000-07-18
1021.5018136333667,2000-07-19
1021.5176876230798,2000-07-20
1021.533559924049,2000-07-21
1021.5494305365444,2000-07-22
1021.5652994608351,2000-07-23
1021.5811666971904,2000-07-24
1021.5970322458802,2000-07-25
1021.612896107173,2000-07-26
1021.6287582813385,2000-07-27
1021.6446187686455,2000-07-28
1021.6604775693633,2000-07-29
1021.676334683761,2000-07-30
1021.6921901121071,2000-07-31
1021.703289577022,2000-08-01
1021.7143877924741,2000-08-02
1021.7254847586739,2000-08-03
1021.736580475833,2000-08-04
1021.7476749441621,2000-08-05
1021.7587681638717,2000-08-06
1021.7698601351726,2000-08-07
1021.7809508582758,2000-08-08
1021.7920403333922,2000-08-09
1021.8031285607315,2000-08-10
1021.8142155405051,2000-08-11
1021.8253012729234,2000-08-12
1021.8363857581968,2000-08-13
1021.8474689965357,2000-08-14
1021.8585509881505,2000-08-15
1021.8696317332516,2000-08-16
1021.8807112320493,2000-08-17
1021.8917894847538,2000-08-18
1021.9028664915754,2000-08-19
1021.9139422527243,2000-08-20
1021.9250167684104,2000-08-21
1021.9360900388441,2000-08-22
1021.9471620642349,2000-08-23
1021.9582328447932,2000-08-24
1021.9693023807289,2000-08-25
1021.980370672252,2000-08-26
1021.9914377195716,2000-08-27
1022.0025035228986,2000-08-28
1022.0135680824416,2000-08-29
1022.0246313984109,2000-08-30
1022.0356934710163,2000-08-31
1022.0546532014523,2000-09-01
1022.073610978845,2000-09-02
1022.0925668034959,2000-09-03
1022.1115206757064,2000-09-04
1022.1304725957793,2000-09-05
1022.1494225640156,2000-09-06
1022.1683705807166,2000-09-07
1022.1873166461836,2000-09-08
1022.2062607607185,2000-09-09
1022.2252029246226,2000-09-10
1022.2441431381967,2000-09-11
1022.2630814017424,2000-09-12
1022.2820177155605,2000-09-13
1022.3009520799525,2000-09-14
1022.319884495219,2000-09-15
1022.3388149616611,2000-09-16
1022.3577434795798,2000-09-17
1022.376670049276,2000-09-18
1022.3955946710504,2000-09-19
1022.4145173452033,2000-09-20
1022.4334380720358,2000-09-21
1022.4523568518485,2000-09-22
1022.4712736849416,2000-09-23
1022.4901885716157,2000-09-24
1022.5091015121715,2000-09-25
1022.5280125069089,2000-09-26
1022.5469215561282,2000-09-27
1022.5658286601298,2000-09-28
1022.5847338192139,2000-09-29
1022.6036370336807,2000-09-30
1022.6162031003232,2000-10-01
1022.6287677570512,2000-10-02
1022.6413310041007,2000-10-03
1022.6538928417093,2000-10-04
1022.6664532701144,2000-10-05
1022.6790122895525,2000-10-06
1022.6915699002614,2000-10-07
1022.7041261024779,2000-10-08
1022.7166808964383,2000-10-09
1022.7292342823805,2000-10-10
1022.7417862605408,2000-10-11
1022.7543368311564,2000-10-12
1022.7668859944629,2000-10-13
1022.7794337506987,2000-10-14
1022.791980100099,2000-10-15
1022.8045250429009,2000-10-16
1022.8170685793416,2000-10-17
1022.8296107096563,2000-10-18
1022.8421514340827,2000-10-19
1022.8546907528557,2000-10-20
1022.8672286662132,2000-10-21
1022.8797651743905,2000-10-22
1022.8923002776241,2000-10-23
1022.90483397615,2000-10-24
1022.9173662702044,2000-10-25
1022.9298971600235,2000-10-26
1022.942426645843,2000-10-27
1022.9549547278995,2000-10-28
1022.9674814064277,2000-10-29
1022.9800066816648,2000-10-30
1022.9925305538459,2000-10-31
1023.0034615182647,2000-11-01
1023.0143912243514,2000-11-02
1023.0253196723223,2000-11-03
1023.0362468623956,2000-11-04
1023.047172794788,2000-11-05
1023.0580974697167,2000-11-06
1023.0690208873986,2000-11-07
1023.0799430480511,2000-11-08
1023.0908639518908,2000-11-09
1023.1017835991346,2000-11-10
1023.1127019899997,2000-11-11
1023.1236191247027,2000-11-12
1023.1345350034604,2000-11-13
1023.1454496264895,2000-11-14
1023.1563629940067,2000-11-15
1023.1672751062288,2000-11-16
1023.178185963372,2000-11-17
1023.1890955656531,2000-11-18
1023.2000039132884,2000-11-19
1023.2109110064946,2000-11-20
1023.2218168454876,2000-11-21
1023.232721430484,2000-11-22
1023.2436247617003,2000-11-23
1023.2545268393524,2000-11-24
1023.2654276636566,2000-11-25
1023.276327234829,2000-11-26
1023.2872255530856,2000-11-27
1023.2981226186423,2000-11-28
1023.3090184317157,2000-11-29
1023.3199129925209,2000-11-30
1023.335493156881,2000-12-01
1023.351071579187,2000-12-02
1023.3666482597299,2000-12-03
1023.382223198802,2000-12-04
1023.397796396696,2000-12-05
1023.4133678537029,2000-12-06
1023.4289375701154,2000-12-07
1023.4445055462248,2000-12-08
1023.4600717823234,2000-12-09
1023.4756362787026,2000-12-10
1023.4911990356535,2000-12-11
1023.5067600534688,2000-12-12
1023.5223193324392,2000-12-13
1023.5378768728559,2000-12-14
1023.5534326750115,2000-12-15
1023.5689867391961,2000-12-16
1023.5845390657015,2000-12-17
1023.6000896548186,2000-12-18
1023.6156385068386,2000-12-19
1023.6311856220532,2000-12-20
1023.6467310007521,2000-12-21
1023.6622746432271,2000-12-22
1023.6778165497691,2000-12-23
1023.6933567206684,2000-12-24
1023.7088951562166,2000-12-25
1023.7244318567031,2000-12-26
1023.7399668224193,2000-12-27
1023.7555000536556,2000-12-28
1023.7710315507024,2000-12-29
1023.7865613138505,2000-12-30
1023.8020893433895,2000-12-31
1023.82083136563,2001-01-01
1023.8395714702193,2001-01-02
1023.8583096574515,2001-01-03
1023.8770459276204,2001-01-04
1023.8957802810204,2001-01-05
1023.9145127179455,2001-01-06
1023.9332432386904,2001-01-07
1023.9519718435482,2001-01-08
1023.9706985328138,2001-01-09
1023.9894233067804,2001-01-10
1024.0081461657417,2001-01-11
1024.0268671099916,2001-01-12
1024.0455861398248,2001-01-13
1024.0643032555333,2001-01-14
1024.0830184574118,2001-01-15
1024.1017317457533,2001-01-16
1024.1204431208514,2001-01-17
1024.1391525829997,2001-01-18
1024.1578601324914,2001-01-19
1024.1765657696196,2001-01-20
1024.1952694946776,2001-01-21
1024.2139713079591,2001-01-22
1024.2326712097563,2001-01-23
1024.2513692003631,2001-01-24
1024.2700652800713,2001-01-25
1024.2887594491756,2001-01-26
1024.3074517079672,2001-01-27
1024.3261420567394,2001-01-28
1024.3448304957858,2001-01-29
1024.3635170253976,2001-01-30
1024.3822016458685,2001-01-31
1024.3945417106925,2001-02-01
1024.4068803621174,2001-02-02
1024.4192176003858,2001-02-03
1024.4315534257407,2001-02-04
1024.4438878384244,2001-02-05
1024.456220838679,2001-02-06
1024.4685524267486,2001-02-07
1024.4808826028748,2001-02-08
1024.4932113673,2001-02-09
1024.505538720267,2001-02-10
1024.5178646620177,2001-02-11
1024.5301891927954,2001-02-12
1024.542512312841,2001-02-13
1024.5548340223977,2001-02-14
1024.5671543217077,2001-02-15
1024.5794732110123,2001-02-16
1024.591790690554,2001-02-17
1024.604106760575,2001-02-18
1024.6164214213168,2001-02-19
1024.6287346730214,2001-02-20
1024.641046515931,2001-02-21
1024.653356950287,2001-02-22
1024.665665976331,2001-02-23
1024.677973594305,2001-02-24
1024.6902798044507,2001-02-25
1024.7025846070085,2001-02-26
1024.7148880022214,2001-02-27
1024.72718999033,2001-02-28
1024.7487866683302,2001-03-01
1024.766041090233,2001-03-02
1024.7832934914188,2001-03-03
1024.8005438722428,2001-03-04
1024.81779223306,2001-03-05
1024.8350385742247,2001-03-06
1024.8522828960924,2001-03-07
1024.869525199017,2001-03-08
1024.8867654833534,2001-03-09
1024.904003749456,2001-03-10
1024.9212399976793,2001-03-11
1024.9384742283771,2001-03-12
1024.9557064419043,2001-03-13
1024.9729366386146,2001-03-14
1024.9901648188622,2001-03-15
1025.007390983001,2001-03-16
1025.0246151313845,2001-03-17
1025.0418372643671,2001-03-18
1025.0590573823024,2001-03-19
1025.076275485544,2001-03-20
1025.0934915744454,2001-03-21
1025.1107056493597,2001-03-22
1025.127917710641,2001-03-23
1025.1451277586418,2001-03-24
1025.162335793716,2001-03-25
1025.1795418162164,2001-03-26
1025.196745826496,2001-03-27
1025.213947824908,2001-03-28
1025.2311478118054,2001-03-29
1025.2483457875403,2001-03-30
1025.265541752466,2001-03-31
1025.270221907512,2001-04-01
1025.2749014434285,2001-04-02
1025.2795803603387,2001-04-03
1025.284258658366,2001-04-04
1025.2889363376325,2001-04-05
1025.2936133982607,2001-04-06
1025.2982898403743,2001-04-07
1025.3029656640954,2001-04-08
1025.307640869546,2001-04-09
1025.3123154568502,2001-04-10
1025.316989426129,2001-04-11
1025.3216627775062,2001-04-12
1025.3263355111044,2001-04-13
1025.3310076270445,2001-04-14
1025.3356791254505,2001-04-15
1025.340350006444,2001-04-16
1025.3450202701483,2001-04-17
1025.3496899166848,2001-04-18
1025.3543589461763,2001-04-19
1025.359027358745,2001-04-20
1025.3636951545132,2001-04-21
1025.368362333603,2001-04-22
1025.3730288961367,2001-04-23
1025.3776948422365,2001-04-24
1025.3823601720248,2001-04-25
1025.387024885623,2001-04-26
1025.391688983154,2001-04-27
1025.396352464739,2001-04-28
1025.4010153305005,2001-04-29
1025.405677580561,2001-04-30
1025.4166016444076,2001-05-01
1025.427524366603,2001-05-02
1025.4384457473934,2001-05-03
1025.4493657870269,2001-05-04
1025.4602844857493,2001-05-05
1025.4712018438083,2001-05-06
1025.4821178614511,2001-05-07
1025.493032538924,2001-05-08
1025.5039458764743,2001-05-09
1025.5148578743474,2001-05-10
1025.5257685327917,2001-05-11
1025.536677852053,2001-05-12
1025.5475858323773,2001-05-13
1025.558492474012,2001-05-14
1025.5693977772032,2001-05-15
1025.5803017421974,2001-05-16
1025.5912043692408,2001-05-17
1025.602105658579,2001-05-18
1025.6130056104594,2001-05-19
1025.623904225127,2001-05-20
1025.6348015028289,2001-05-21
1025.6456974438101,2001-05-22
1025.656592048317,2001-05-23
1025.667485316596,2001-05-24
1025.6783772488916,2001-05-25
1025.6892678454508,2001-05-26
1025.7001571065189,2001-05-27
1025.711045032341,2001-05-28
1025.7219316231638,2001-05-29
1025.7328168792315,2001-05-30
1025.7437008007905,2001-05-31
1025.7483665622792,2001-06-01
1025.7530317232317,2001-06-02
1025.757696283765,2001-06-03
1025.7623602439944,2001-06-04
1025.767023604036,2001-06-05
1025.7716863640048,2001-06-06
1025.7763485240177,2001-06-07
1025.7810100841907,2001-06-08
1025.7856710446385,2001-06-09
1025.7903314054774,2001-06-10
1025.7949911668234,2001-06-11
1025.7996503287911,2001-06-12
1025.804308891497,2001-06-13
1025.8089668550567,2001-06-14
1025.8136242195858,2001-06-15
1025.8182809851996,2001-06-16
1025.8229371520135,2001-06-17
1025.827592720143,2001-06-18
1025.832247689704,2001-06-19
1025.8369020608116,2001-06-20
1025.8415558335814,2001-06-21
1025.8462090081287,2001-06-22
1025.8508615845683,2001-06-23
1025.8555135630165,2001-06-24
1025.8601649435877,2001-06-25
1025.8648157263976,2001-06-26
1025.8694659115615,2001-06-27
1025.874115499194,2001-06-28
1025.8787644894112,2001-06-29
1025.8834128823275,2001-06-30
1025.8879544678648,2001-07-01
1025.892495428308,2001-07-02
1025.8970357637868,2001-07-03
1025.9015754744294,2001-07-04
1025.9061145603646,2001-07-05
1025.9106530217223,2001-07-06
1025.915190858631,2001-07-07
1025.9197280712187,2001-07-08
1025.924264659616,2001-07-09
1025.92880062395,2001-07-10
1025.9333359643506,2001-07-11
1025.9378706809457,2001-07-12
1025.9424047738644,2001-07-13
1025.9469382432358,2001-07-14
1025.9514710891874,2001-07-15
1025.956003311849,2001-07-16
1025.9605349113483,2001-07-17
1025.9650658878138,2001-07-18
1025.969596241375,2001-07-19
1025.974125972159,2001-07-20
1025.9786550802955,2001-07-21
1025.9831835659118,2001-07-22
1025.9877114291367,2001-07-23
1025.9922386700985,2001-07-24
1025.9967652889254,2001-07-25
1026.0012912857455,2001-07-26
1026.005816660687,2001-07-27
1026.0103414138787,2001-07-28
1026.014865545448,2001-07-29
1026.019389055523,2001-07-30
1026.0239119442324,2001-07-31
