Date,GDPCTOT% Index_ratio_annual
1998-07-08,1.0512328767123296
1998-07-09,1.0734246575342477
1998-07-10,1.0956164383561662
1998-07-11,1.1178082191780838
1998-07-12,1.1400000000000015
1998-07-13,1.1621917808219182
1998-07-14,1.1843835616438358
1998-07-15,1.2065753424657548
1998-07-16,1.2287671232876716
1998-07-17,1.25095890410959
1998-07-18,1.2731506849315077
1998-07-19,1.2953424657534254
1998-07-20,1.3175342465753443
1998-07-21,1.339726027397261
1998-07-22,1.3619178082191787
1998-07-23,1.3841095890410964
1998-07-24,1.406301369863014
1998-07-25,1.428493150684932
1998-07-26,1.4506849315068506
1998-07-27,1.4728767123287683
1998-07-28,1.4950684931506868
1998-07-29,1.5172602739726035
1998-07-30,1.5394520547945207
1998-07-31,1.5616438356164384
1998-08-01,1.583835616438356
1998-08-02,1.6060273972602737
1998-08-03,1.6282191780821913
1998-08-04,1.6504109589041094
1998-08-05,1.672602739726027
1998-08-06,1.6947945205479447
1998-08-07,1.7169863013698623
1998-08-08,1.73917808219178
1998-08-09,1.7613698630136985
1998-08-10,1.783561643835616
1998-08-11,1.8057534246575342
1998-08-12,1.827945205479451
1998-08-13,1.8501369863013686
1998-08-14,1.872328767123287
1998-08-15,1.8945205479452047
1998-08-16,1.916712328767122
1998-08-17,1.9389041095890405
1998-08-18,1.9610958904109586
1998-08-19,1.9832876712328766
1998-08-20,2.0054794520547943
1998-08-21,2.027671232876712
1998-08-22,2.0498630136986296
1998-08-23,2.072054794520547
1998-08-24,2.0942465753424653
1998-08-25,2.116438356164383
1998-08-26,2.1386301369863006
1998-08-27,2.160821917808219
1998-08-28,2.1830136986301367
1998-08-29,2.205205479452054
1998-08-30,2.2273972602739716
1998-08-31,2.24958904109589
1998-09-01,2.2717808219178077
1998-09-02,2.2939726027397245
1998-09-03,2.316164383561643
1998-09-04,2.338356164383561
1998-09-05,2.3605479452054787
1998-09-06,2.3827397260273964
1998-09-07,2.404931506849314
1998-09-08,2.4271232876712316
1998-09-09,2.4493150684931497
1998-09-10,2.4715068493150665
1998-09-11,2.493698630136986
1998-09-12,2.5158904109589026
1998-09-13,2.5380821917808203
1998-09-14,2.5602739726027384
1998-09-15,2.582465753424657
1998-09-16,2.6046575342465736
1998-09-17,2.6268493150684913
1998-09-18,2.649041095890409
1998-09-19,2.6712328767123283
1998-09-20,2.6934246575342464
1998-09-21,2.715616438356165
1998-09-22,2.7378082191780817
1998-09-23,2.7599999999999976
1998-09-24,2.782191780821917
1998-09-25,2.804383561643834
1998-09-26,2.8265753424657545
1998-09-27,2.8487671232876695
1998-09-28,2.870958904109587
1998-09-29,2.8931506849315065
1998-09-30,2.915342465753423
1998-10-01,2.8983561643835616
1998-10-02,2.881369863013697
1998-10-03,2.8643835616438347
1998-10-04,2.847397260273972
1998-10-05,2.8304109589041095
1998-10-06,2.8134246575342456
1998-10-07,2.7964383561643826
1998-10-08,2.7794520547945205
1998-10-09,2.762465753424657
1998-10-10,2.7454794520547945
1998-10-11,2.7284931506849306
1998-10-12,2.7115068493150685
1998-10-13,2.6945205479452055
1998-10-14,2.677534246575342
1998-10-15,2.6605479452054808
1998-10-16,2.6435616438356164
1998-10-17,2.6265753424657534
1998-10-18,2.6095890410958904
1998-10-19,2.592602739726028
1998-10-20,2.5756164383561657
1998-10-21,2.5586301369863014
1998-10-22,2.5416438356164384
1998-10-23,2.5246575342465754
1998-10-24,2.5076712328767132
1998-10-25,2.490684931506849
1998-10-26,2.4736986301369863
1998-10-27,2.4567123287671233
1998-10-28,2.4397260273972603
1998-10-29,2.422739726027398
1998-10-30,2.4057534246575356
1998-10-31,2.3887671232876717
1998-11-01,2.3717808219178087
1998-11-02,2.3547945205479457
1998-11-03,2.3378082191780813
1998-11-04,2.3208219178082183
1998-11-05,2.3038356164383553
1998-11-06,2.2868493150684928
1998-11-07,2.2698630136986306
1998-11-08,2.2528767123287663
1998-11-09,2.235890410958904
1998-11-10,2.2189041095890407
1998-11-11,2.201917808219176
1998-11-12,2.1849315068493147
1998-11-13,2.1679452054794512
1998-11-14,2.150958904109589
1998-11-15,2.133972602739726
1998-11-16,2.116986301369863
1998-11-17,2.0999999999999996
1998-11-18,2.083013698630136
1998-11-19,2.066027397260273
1998-11-20,2.0490410958904115
1998-11-21,2.0320547945205476
1998-11-22,2.0150684931506846
1998-11-23,1.9980821917808216
1998-11-24,1.981095890410959
1998-11-25,1.9641095890410956
1998-11-26,1.947123287671232
1998-11-27,1.9301369863013687
1998-11-28,1.9131506849315065
1998-11-29,1.8961643835616435
1998-11-30,1.8791780821917796
1998-12-01,1.8621917808219162
1998-12-02,1.845205479452054
1998-12-03,1.8282191780821915
1998-12-04,1.8112328767123276
1998-12-05,1.7942465753424646
1998-12-06,1.7772602739726011
1998-12-07,1.760273972602738
1998-12-08,1.7432876712328755
1998-12-09,1.7263013698630125
1998-12-10,1.7093150684931495
1998-12-11,1.692328767123286
1998-12-12,1.675342465753424
1998-12-13,1.6583561643835605
1998-12-14,1.6413698630136966
1998-12-15,1.6243835616438353
1998-12-16,1.6073972602739715
1998-12-17,1.5904109589041098
1998-12-18,1.5734246575342454
1998-12-19,1.5564383561643824
1998-12-20,1.5394520547945203
1998-12-21,1.5224657534246573
1998-12-22,1.5054794520547947
1998-12-23,1.4884931506849308
1998-12-24,1.4715068493150678
1998-12-25,1.4545205479452052
1998-12-26,1.4375342465753418
1998-12-27,1.4205479452054783
1998-12-28,1.4035616438356158
1998-12-29,1.3865753424657523
1998-12-30,1.3695890410958906
1998-12-31,1.3526027397260263
1999-01-01,1.3515068493150686
1999-01-02,1.3504109589041091
1999-01-03,1.3493150684931514
1999-01-04,1.3482191780821928
1999-01-05,1.3471232876712333
1999-01-06,1.3460273972602748
1999-01-07,1.3449315068493153
1999-01-08,1.3438356164383576
1999-01-09,1.3427397260273972
1999-01-10,1.3416438356164386
1999-01-11,1.34054794520548
1999-01-12,1.3394520547945215
1999-01-13,1.338356164383562
1999-01-14,1.3372602739726025
1999-01-15,1.3361643835616448
1999-01-16,1.3350684931506862
1999-01-17,1.3339726027397267
1999-01-18,1.3328767123287673
1999-01-19,1.3317808219178096
1999-01-20,1.330684931506851
1999-01-21,1.3295890410958915
1999-01-22,1.328493150684933
1999-01-23,1.3273972602739734
1999-01-24,1.3263013698630148
1999-01-25,1.3252054794520562
1999-01-26,1.3241095890410968
1999-01-27,1.323013698630139
1999-01-28,1.3219178082191796
1999-01-29,1.3208219178082201
1999-01-30,1.3197260273972615
1999-01-31,1.318630136986303
1999-02-01,1.3175342465753426
1999-02-02,1.3164383561643849
1999-02-03,1.3153424657534254
1999-02-04,1.3142465753424668
1999-02-05,1.3131506849315082
1999-02-06,1.3120547945205487
1999-02-07,1.3109589041095902
1999-02-08,1.3098630136986316
1999-02-09,1.308767123287673
1999-02-10,1.3076712328767135
1999-02-11,1.306575342465755
1999-02-12,1.3054794520547963
1999-02-13,1.3043835616438368
1999-02-14,1.3032876712328783
1999-02-15,1.3021917808219188
1999-02-16,1.3010958904109602
1999-02-17,1.3000000000000007
1999-02-18,1.2989041095890421
1999-02-19,1.2978082191780835
1999-02-20,1.296712328767124
1999-02-21,1.2956164383561655
1999-02-22,1.294520547945206
1999-02-23,1.2934246575342465
1999-02-24,1.2923287671232897
1999-02-25,1.2912328767123302
1999-02-26,1.2901369863013707
1999-02-27,1.2890410958904113
1999-02-28,1.2879452054794518
1999-03-01,1.286849315068495
1999-03-02,1.2857534246575346
1999-03-03,1.284657534246576
1999-03-04,1.2835616438356157
1999-03-05,1.282465753424657
1999-03-06,1.2813698630136994
1999-03-07,1.280273972602739
1999-03-08,1.2791780821917822
1999-03-09,1.2780821917808218
1999-03-10,1.2769863013698632
1999-03-11,1.2758904109589055
1999-03-12,1.274794520547946
1999-03-13,1.2736986301369875
1999-03-14,1.272602739726028
1999-03-15,1.2715068493150694
1999-03-16,1.2704109589041108
1999-03-17,1.2693150684931522
1999-03-18,1.2682191780821928
1999-03-19,1.2671232876712324
1999-03-20,1.2660273972602738
1999-03-21,1.264931506849316
1999-03-22,1.2638356164383557
1999-03-23,1.2627397260273971
1999-03-24,1.2616438356164394
1999-03-25,1.2605479452054782
1999-03-26,1.2594520547945205
1999-03-27,1.258356164383562
1999-03-28,1.2572602739726033
1999-03-29,1.2561643835616438
1999-03-30,1.2550684931506844
1999-03-31,1.2539726027397258
1999-04-01,1.2534246575342474
1999-04-02,1.2528767123287672
1999-04-03,1.252328767123287
1999-04-04,1.2517808219178086
1999-04-05,1.2512328767123284
1999-04-06,1.250684931506851
1999-04-07,1.2501369863013707
1999-04-08,1.2495890410958905
1999-04-09,1.2490410958904095
1999-04-10,1.2484931506849328
1999-04-11,1.2479452054794526
1999-04-12,1.2473972602739734
1999-04-13,1.2468493150684932
1999-04-14,1.246301369863013
1999-04-15,1.2457534246575337
1999-04-16,1.2452054794520553
1999-04-17,1.244657534246576
1999-04-18,1.244109589041095
1999-04-19,1.2435616438356156
1999-04-20,1.2430136986301363
1999-04-21,1.242465753424657
1999-04-22,1.2419178082191786
1999-04-23,1.2413698630136984
1999-04-24,1.2408219178082183
1999-04-25,1.240273972602739
1999-04-26,1.2397260273972597
1999-04-27,1.2391780821917813
1999-04-28,1.238630136986301
1999-04-29,1.238082191780821
1999-04-30,1.2375342465753416
1999-05-01,1.2369863013698623
1999-05-02,1.236438356164384
1999-05-03,1.2358904109589037
1999-05-04,1.2353424657534244
1999-05-05,1.2347945205479443
1999-05-06,1.234246575342464
1999-05-07,1.2336986301369866
1999-05-08,1.2331506849315064
1999-05-09,1.2326027397260262
1999-05-10,1.2320547945205478
1999-05-11,1.2315068493150676
1999-05-12,1.2309589041095892
1999-05-13,1.23041095890411
1999-05-14,1.2298630136986288
1999-05-15,1.2293150684931504
1999-05-16,1.2287671232876711
1999-05-17,1.228219178082191
1999-05-18,1.2276712328767116
1999-05-19,1.2271232876712324
1999-05-20,1.226575342465753
1999-05-21,1.2260273972602729
1999-05-22,1.2254794520547936
1999-05-23,1.2249315068493152
1999-05-24,1.224383561643834
1999-05-25,1.2238356164383557
1999-05-26,1.2232876712328764
1999-05-27,1.222739726027398
1999-05-28,1.2221917808219178
1999-05-29,1.2216438356164376
1999-05-30,1.2210958904109592
1999-05-31,1.2205479452054782
1999-06-01,1.2200000000000006
1999-06-02,1.2194520547945196
1999-06-03,1.2189041095890403
1999-06-04,1.2183561643835619
1999-06-05,1.2178082191780817
1999-06-06,1.2172602739726024
1999-06-07,1.216712328767123
1999-06-08,1.216164383561643
1999-06-09,1.2156164383561636
1999-06-10,1.2150684931506843
1999-06-11,1.2145205479452041
1999-06-12,1.2139726027397257
1999-06-13,1.2134246575342456
1999-06-14,1.2128767123287671
1999-06-15,1.212328767123287
1999-06-16,1.2117808219178077
1999-06-17,1.2112328767123284
1999-06-18,1.210684931506849
1999-06-19,1.210136986301368
1999-06-20,1.2095890410958905
1999-06-21,1.2090410958904103
1999-06-22,1.208493150684931
1999-06-23,1.2079452054794508
1999-06-24,1.2073972602739707
1999-06-25,1.2068493150684922
1999-06-26,1.206301369863013
1999-06-27,1.2057534246575345
1999-06-28,1.2052054794520535
1999-06-29,1.2046575342465733
1999-06-30,1.2041095890410949
1999-07-01,1.1857534246575332
1999-07-02,1.1673972602739715
1999-07-03,1.1490410958904098
1999-07-04,1.130684931506849
1999-07-05,1.1123287671232882
1999-07-06,1.0939726027397239
1999-07-07,1.075616438356164
1999-07-08,1.0572602739726014
1999-07-09,1.0389041095890406
1999-07-10,1.0205479452054789
1999-07-11,1.0021917808219172
1999-07-12,0.9838356164383546
1999-07-13,0.9654794520547947
1999-07-14,0.947123287671233
1999-07-15,0.9287671232876713
1999-07-16,0.9104109589041087
1999-07-17,0.8920547945205461
1999-07-18,0.8736986301369853
1999-07-19,0.8553424657534237
1999-07-20,0.8369863013698629
1999-07-21,0.8186301369863012
1999-07-22,0.8002739726027395
1999-07-23,0.7819178082191778
1999-07-24,0.7635616438356152
1999-07-25,0.7452054794520553
1999-07-26,0.7268493150684927
1999-07-27,0.708493150684931
1999-07-28,0.6901369863013693
1999-07-29,0.6717808219178076
1999-07-30,0.6534246575342477
1999-07-31,0.6350684931506851
1999-08-01,0.6167123287671243
1999-08-02,0.5983561643835626
1999-08-03,0.580000000000001
1999-08-04,0.5616438356164402
1999-08-05,0.5432876712328776
1999-08-06,0.5249315068493159
1999-08-07,0.5065753424657542
1999-08-08,0.4882191780821934
1999-08-09,0.4698630136986308
1999-08-10,0.4515068493150691
1999-08-11,0.43315068493150743
1999-08-12,0.41479452054794663
1999-08-13,0.39643835616438494
1999-08-14,0.37808219178082325
1999-08-15,0.3597260273972607
1999-08-16,0.34136986301370076
1999-08-17,0.3230136986301382
1999-08-18,0.3046575342465756
1999-08-19,0.2863013698630148
1999-08-20,0.2679452054794522
1999-08-21,0.24958904109589142
1999-08-22,0.23123287671232973
1999-08-23,0.21287671232876804
1999-08-24,0.19452054794520723
1999-08-25,0.17616438356164466
1999-08-26,0.15780821917808385
1999-08-27,0.13945205479452216
1999-08-28,0.12109589041095958
1999-08-29,0.10273972602739878
1999-08-30,0.0843835616438362
1999-08-31,0.0660273972602754
1999-09-01,0.04767123287671371
1999-09-02,0.02931506849315202
1999-09-03,0.010958904109590328
1999-09-04,-0.00739726027397225
1999-09-05,-0.025753424657533053
1999-09-06,-0.04410958904109474
1999-09-07,-0.062465753424656434
1999-09-08,-0.08082191780821724
1999-09-09,-0.09917808219177981
1999-09-10,-0.11753424657534062
1999-09-11,-0.1358904109589032
1999-09-12,-0.154246575342464
1999-09-13,-0.1726027397260257
1999-09-14,-0.19095890410958738
1999-09-15,-0.20931506849314907
1999-09-16,-0.22767123287670987
1999-09-17,-0.24602739726027245
1999-09-18,-0.26438356164383414
1999-09-19,-0.28273972602739583
1999-09-20,-0.3010958904109584
1999-09-21,-0.3194520547945201
1999-09-22,-0.3378082191780818
1999-09-23,-0.3561643835616417
1999-09-24,-0.3745205479452043
1999-09-25,-0.3928767123287651
1999-09-26,-0.41123287671232944
1999-09-27,-0.42958904109588847
1999-09-28,-0.44794520547945016
1999-09-29,-0.4663013698630136
1999-09-30,-0.48465753424657265
1999-10-01,-0.48246575342465725
1999-10-02,-0.4802739726027383
1999-10-03,-0.4780821917808211
1999-10-04,-0.47589041095890394
1999-10-05,-0.4736986301369859
1999-10-06,-0.4715068493150678
1999-10-07,-0.46931506849314975
1999-10-08,-0.46712328767123257
1999-10-09,-0.4649315068493145
1999-10-10,-0.46273972602739644
1999-10-11,-0.46054794520547926
1999-10-12,-0.4583561643835612
1999-10-13,-0.456164383561644
1999-10-14,-0.45397260273972595
1999-10-15,-0.4517808219178088
1999-10-16,-0.4495890410958898
1999-10-17,-0.44739726027397264
1999-10-18,-0.4452054794520546
1999-10-19,-0.4430136986301383
1999-10-20,-0.44082191780821933
1999-10-21,-0.43863013698630127
1999-10-22,-0.4364383561643832
1999-10-23,-0.434246575342466
1999-10-24,-0.43205479452054796
1999-10-25,-0.429863013698629
1999-10-26,-0.4276712328767118
1999-10-27,-0.42547945205479376
1999-10-28,-0.4232876712328766
1999-10-29,-0.4210958904109594
1999-10-30,-0.41890410958904134
1999-10-31,-0.4167123287671224
1999-11-01,-0.4145205479452052
1999-11-02,-0.41232876712328803
1999-11-03,-0.4101369863013682
1999-11-04,-0.407945205479451
1999-11-05,-0.40575342465753383
1999-11-06,-0.40356164383561577
1999-11-07,-0.4013698630136986
1999-11-08,-0.39917808219177964
1999-11-09,-0.39698630136986335
1999-11-10,-0.3947945205479453
1999-11-11,-0.39260273972602544
1999-11-12,-0.39041095890410915
1999-11-13,-0.3882191780821911
1999-11-14,-0.3860273972602739
1999-11-15,-0.38383561643835584
1999-11-16,-0.3816438356164378
1999-11-17,-0.3794520547945206
1999-11-18,-0.37726027397260165
1999-11-19,-0.37506849315068447
1999-11-20,-0.3728767123287673
1999-11-21,-0.37068493150684834
1999-11-22,-0.36849315068493116
1999-11-23,-0.3663013698630131
1999-11-24,-0.364109589041095
1999-11-25,-0.36191780821917696
1999-11-26,-0.3597260273972589
1999-11-27,-0.3575342465753417
1999-11-28,-0.35534246575342365
1999-11-29,-0.3531506849315065
1999-11-30,-0.3509589041095884
1999-12-01,-0.34876712328766946
1999-12-02,-0.3465753424657523
1999-12-03,-0.3443835616438342
1999-12-04,-0.34219178082191615
1999-12-05,-0.33999999999999897
1999-12-06,-0.33780821917808
1999-12-07,-0.3356164383561637
1999-12-08,-0.3334246575342448
1999-12-09,-0.3312328767123276
1999-12-10,-0.32904109589040953
1999-12-11,-0.32684931506849146
1999-12-12,-0.3246575342465743
1999-12-13,-0.32246575342465533
1999-12-14,-0.32027397260273727
1999-12-15,-0.318082191780821
1999-12-16,-0.3158904109589029
1999-12-17,-0.31369863013698573
1999-12-18,-0.3115068493150668
1999-12-19,-0.3093150684931496
1999-12-20,-0.3071232876712324
1999-12-21,-0.30493150684931436
1999-12-22,-0.3027397260273963
1999-12-23,-0.30054794520547734
1999-12-24,-0.29835616438356105
1999-12-25,-0.2961643835616421
1999-12-26,-0.2939726027397249
1999-12-27,-0.29178082191780685
1999-12-28,-0.2895890410958888
1999-12-29,-0.2873972602739716
1999-12-30,-0.28520547945205443
1999-12-31,-0.2830136986301355
2000-01-01,-0.28630136986301213
2000-01-02,-0.2895890410958888
2000-01-03,-0.29287671232876633
2000-01-04,-0.296164383561643
2000-01-05,-0.29945205479451964
2000-01-06,-0.3027397260273963
2000-01-07,-0.30602739726027295
2000-01-08,-0.3093150684931505
2000-01-09,-0.31260273972602626
2000-01-10,-0.3158904109589038
2000-01-11,-0.31917808219177957
2000-01-12,-0.3224657534246562
2000-01-13,-0.32575342465753376
2000-01-14,-0.32904109589040953
2000-01-15,-0.33232876712328796
2000-01-16,-0.3356164383561637
2000-01-17,-0.3389041095890395
2000-01-18,-0.34219178082191704
2000-01-19,-0.3454794520547937
2000-01-20,-0.34876712328767123
2000-01-21,-0.352054794520547
2000-01-22,-0.35534246575342365
2000-01-23,-0.3586301369863012
2000-01-24,-0.36191780821917696
2000-01-25,-0.3652054794520554
2000-01-26,-0.36849315068493027
2000-01-27,-0.3717808219178078
2000-01-28,-0.37506849315068447
2000-01-29,-0.37835616438356023
2000-01-30,-0.38164383561643866
2000-01-31,-0.38493150684931443
2000-02-01,-0.3882191780821911
2000-02-02,-0.39150684931506774
2000-02-03,-0.3947945205479444
2000-02-04,-0.39808219178082105
2000-02-05,-0.4013698630136977
2000-02-06,-0.40465753424657436
2000-02-07,-0.407945205479451
2000-02-08,-0.41123287671232855
2000-02-09,-0.4145205479452052
2000-02-10,-0.417808219178081
2000-02-11,-0.4210958904109585
2000-02-12,-0.42438356164383517
2000-02-13,-0.4276712328767118
2000-02-14,-0.4309589041095885
2000-02-15,-0.43424657534246514
2000-02-16,-0.4375342465753418
2000-02-17,-0.44082191780821844
2000-02-18,-0.4441095890410951
2000-02-19,-0.44739726027397264
2000-02-20,-0.4506849315068484
2000-02-21,-0.45397260273972595
2000-02-22,-0.4572602739726017
2000-02-23,-0.46054794520547837
2000-02-24,-0.4638356164383568
2000-02-25,-0.46712328767123257
2000-02-26,-0.4704109589041101
2000-02-27,-0.473698630136985
2000-02-28,-0.47698630136986164
2000-02-29,-0.47466052848266926
2000-03-01,-0.4779481997155477
2000-03-02,-0.48123587094842346
2000-03-03,-0.484523542181301
2000-03-04,-0.4878112134141759
2000-03-05,-0.49109888464705254
2000-03-06,-0.4943865558799301
2000-03-07,-0.49767422711280584
2000-03-08,-0.5009618983456834
2000-03-09,-0.50424956957856
2000-03-10,-0.5075372408114358
2000-03-11,-0.5108249120443134
2000-03-12,-0.51411258327719
2000-03-13,-0.5174002545100684
2000-03-14,-0.5206879257429433
2000-03-15,-0.52397559697582
2000-03-16,-0.5272632682086984
2000-03-17,-0.5305509394415742
2000-03-18,-0.5338386106744508
2000-03-19,-0.5371262819073266
2000-03-20,-0.5404139531402032
2000-03-21,-0.5437016243730817
2000-03-22,-0.5469892956059565
2000-03-23,-0.5502769668388341
2000-03-24,-0.5535646380717107
2000-03-25,-0.5568523093045865
2000-03-26,-0.560139980537464
2000-03-27,-0.5634276517703416
2000-03-28,-0.5667153230032183
2000-03-29,-0.570002994236094
2000-03-30,-0.5732906654689707
2000-03-31,-0.5765783367018473
2000-04-01,-0.569472265888165
2000-04-02,-0.5623661950744809
2000-04-03,-0.555260124260796
2000-04-04,-0.5481540534471128
2000-04-05,-0.5410479826334296
2000-04-06,-0.5339419118197464
2000-04-07,-0.5268358410060632
2000-04-08,-0.5197297701923782
2000-04-09,-0.5126236993786932
2000-04-10,-0.5055176285650109
2000-04-11,-0.4984115577513277
2000-04-12,-0.49130548693764453
2000-04-13,-0.48419941612395956
2000-04-14,-0.4770933453102755
2000-04-15,-0.4699872744965923
2000-04-16,-0.4628812036829091
2000-04-17,-0.455775132869225
2000-04-18,-0.4486690620555418
2000-04-19,-0.4415629912418577
2000-04-20,-0.43445692042817363
2000-04-21,-0.42735084961449044
2000-04-22,-0.42024477880080724
2000-04-23,-0.41313870798712315
2000-04-24,-0.40603263717343907
2000-04-25,-0.3989265663597559
2000-04-26,-0.3918204955460718
2000-04-27,-0.3847144247323886
2000-04-28,-0.3776083539187054
2000-04-29,-0.3705022831050204
2000-04-30,-0.36339621229133723
2000-05-01,-0.35629014147765314
2000-05-02,-0.34918407066396995
2000-05-03,-0.34207799985028675
2000-05-04,-0.33497192903660267
2000-05-05,-0.32786585822291947
2000-05-06,-0.3207597874092345
2000-05-07,-0.3136537165955522
2000-05-08,-0.306547645781869
2000-05-09,-0.299441574968184
2000-05-10,-0.2923355041545017
2000-05-11,-0.28522943334081674
2000-05-12,-0.27812336252713443
2000-05-13,-0.27101729171345035
2000-05-14,-0.2639112208997654
2000-05-15,-0.25680515008608307
2000-05-16,-0.24969907927239898
2000-05-17,-0.242593008458714
2000-05-18,-0.2354869376450317
2000-05-19,-0.22838086683134762
2000-05-20,-0.22127479601766353
2000-05-21,-0.21416872520397945
2000-05-22,-0.20706265439029625
2000-05-23,-0.19995658357661394
2000-05-24,-0.19285051276292897
2000-05-25,-0.18574444194924578
2000-05-26,-0.1786383711355617
2000-05-27,-0.17153230032187938
2000-05-28,-0.1644262295081953
2000-05-29,-0.15732015869451121
2000-05-30,-0.15021408788082802
2000-05-31,-0.14310801706714393
2000-06-01,-0.13600194625346074
2000-06-02,-0.12889587543977665
2000-06-03,-0.12178980462609257
2000-06-04,-0.11468373381240937
2000-06-05,-0.1075776629987244
2000-06-06,-0.1004715921850412
2000-06-07,-0.0933655213713589
2000-06-08,-0.08625945055767392
2000-06-09,-0.07915337974399161
2000-06-10,-0.07204730893030753
2000-06-11,-0.06494123811662256
2000-06-12,-0.05783516730294114
2000-06-13,-0.050729096489256165
2000-06-14,-0.04362302567557386
2000-06-15,-0.03651695486188977
2000-06-16,-0.0294108840482048
2000-06-17,-0.022304813234521603
2000-06-18,-0.015198742420838407
2000-06-19,-0.008092671607153434
2000-06-20,-0.000986600793470238
2000-06-21,0.006119470020213846
2000-06-22,0.013225540833896154
2000-06-23,0.020331611647581127
2000-06-24,0.0274376824612661
2000-06-25,0.03454375327494752
2000-06-26,0.04164982408863249
2000-06-27,0.04875589490231391
2000-06-28,0.055861965715998885
2000-06-29,0.06296803652968386
2000-06-30,0.07007410734336528
2000-07-01,0.06735084961449456
2000-07-02,0.06462759188562206
2000-07-03,0.061904334156748675
2000-07-04,0.059181076427877066
2000-07-05,0.05645781869900457
2000-07-06,0.053734560970135625
2000-07-07,0.05101130324126135
2000-07-08,0.04828804551238974
2000-07-09,0.04556478778351725
2000-07-10,0.04284153005464564
2000-07-11,0.04011827232577314
2000-07-12,0.03739501459690242
2000-07-13,0.034671756868029036
2000-07-14,0.03194849913915743
2000-07-15,0.029225241410285818
2000-07-16,0.02650198368141421
2000-07-17,0.02377872595254349
2000-07-18,0.021055468223670104
2000-07-19,0.018332210494798495
2000-07-20,0.015608952765925999
2000-07-21,0.012885695037055278
2000-07-22,0.010162437308181893
2000-07-23,0.007439179579310284
2000-07-24,0.004715921850439564
2000-07-25,0.001992664121567067
2000-07-26,-0.0007305936073054298
2000-07-27,-0.0034538513361779266
2000-07-28,-0.006177109065049535
2000-07-29,-0.008900366793921144
2000-07-30,-0.01162362452279364
2000-07-31,-0.01434688225166525
2000-08-01,-0.017070139980537746
2000-08-02,-0.019793397709409355
2000-08-03,-0.022516655438281852
2000-08-04,-0.02523991316715435
2000-08-05,-0.02796317089602507
2000-08-06,-0.030686428624896678
2000-08-07,-0.033409686353768286
2000-08-08,-0.03613294408264167
2000-08-09,-0.03885620181151328
2000-08-10,-0.04157945954038489
2000-08-11,-0.0443027172692565
2000-08-12,-0.047025974998128106
2000-08-13,-0.0497492327270006
2000-08-14,-0.0524724904558731
2000-08-15,-0.05519574818474382
2000-08-16,-0.05791900591361632
2000-08-17,-0.060642263642487926
2000-08-18,-0.06336552137135953
2000-08-19,-0.06608877910023203
2000-08-20,-0.06881203682910364
2000-08-21,-0.07153529455797525
2000-08-22,-0.07425855228684775
2000-08-23,-0.07698181001572024
2000-08-24,-0.07970506774459185
2000-08-25,-0.08242832547346346
2000-08-26,-0.08515158320233596
2000-08-27,-0.08787484093120845
2000-08-28,-0.09059809866008006
2000-08-29,-0.09332135638895167
2000-08-30,-0.09604461411782239
2000-08-31,-0.09876787184669578
2000-09-01,-0.10149112957556738
2000-09-02,-0.104214387304439
2000-09-03,-0.10693764503331149
2000-09-04,-0.1096609027621831
2000-09-05,-0.11238416049105471
2000-09-06,-0.11510741821992632
2000-09-07,-0.1178306759487997
2000-09-08,-0.12055393367767131
2000-09-09,-0.12327719140654292
2000-09-10,-0.12600044913541453
2000-09-11,-0.12872370686428614
2000-09-12,-0.13144696459315863
2000-09-13,-0.13417022232203024
2000-09-14,-0.13689348005090274
2000-09-15,-0.13961673777977524
2000-09-16,-0.14233999550864596
2000-09-17,-0.14506325323751668
2000-09-18,-0.14778651096639006
2000-09-19,-0.15050976869526167
2000-09-20,-0.15323302642413417
2000-09-21,-0.15595628415300666
2000-09-22,-0.15867954188187738
2000-09-23,-0.16140279961074988
2000-09-24,-0.1641260573396215
2000-09-25,-0.166849315068494
2000-09-26,-0.1695725727973656
2000-09-27,-0.1722958305262372
2000-09-28,-0.1750190882551097
2000-09-29,-0.17774234598398042
2000-09-30,-0.1804656037128538
2000-10-01,-0.1801863911969459
2000-10-02,-0.179907178681038
2000-10-03,-0.17962796616513188
2000-10-04,-0.17934875364922398
2000-10-05,-0.17906954113331874
2000-10-06,-0.17879032861741084
2000-10-07,-0.17851111610150383
2000-10-08,-0.1782319035855977
2000-10-09,-0.1779526910696907
2000-10-10,-0.17767347855378457
2000-10-11,-0.17739426603787667
2000-10-12,-0.17711505352197054
2000-10-13,-0.17683584100606264
2000-10-14,-0.17655662849015563
2000-10-15,-0.1762774159742504
2000-10-16,-0.1759982034583425
2000-10-17,-0.17571899094243548
2000-10-18,-0.17543977842652847
2000-10-19,-0.17516056591062057
2000-10-20,-0.17488135339471622
2000-10-21,-0.17460214087880743
2000-10-22,-0.1743229283629013
2000-10-23,-0.1740437158469943
2000-10-24,-0.17376450333108817
2000-10-25,-0.17348529081518116
2000-10-26,-0.17320607829927415
2000-10-27,-0.17292686578336802
2000-10-28,-0.172647653267461
2000-10-29,-0.1723684407515531
2000-10-30,-0.17208922823564698
2000-10-31,-0.17181001571973997
2000-11-01,-0.17153080320383385
2000-11-02,-0.17125159068792595
2000-11-03,-0.17097237817201982
2000-11-04,-0.17069316565611192
2000-11-05,-0.1704139531402049
2000-11-06,-0.17013474062429967
2000-11-07,-0.16985552810839177
2000-11-08,-0.16957631559248476
2000-11-09,-0.16929710307657775
