Date,SPX Index_ratio_annual
2007-12-15,1131.1252894786237
2007-12-16,1130.8399744907601
2007-12-17,1130.5462488337523
2007-12-18,1130.2064125967001
2007-12-19,1129.906480956544
2007-12-20,1129.5713247963063
2007-12-21,1129.259652048946
2007-12-22,1129.0300998729017
2007-12-23,1128.8469661060963
2007-12-24,1128.6652193438208
2007-12-25,1128.5087049772765
2007-12-26,1128.3522837904486
2007-12-27,1128.1711250785017
2007-12-28,1127.872610568404
2007-12-29,1127.5919859296832
2007-12-30,1127.331328358363
2007-12-31,1127.0564013613473
2008-01-01,1126.7604933053167
2008-01-02,1126.464795506648
2008-01-03,1126.1250212214943
2008-01-04,1125.841254640792
2008-01-05,1125.4867157424737
2008-01-06,1125.1707157149121
2008-01-07,1124.8829900561736
2008-01-08,1124.6049050186657
2008-01-09,1124.258895810205
2008-01-10,1123.966805506979
2008-01-11,1123.6850027652777
2008-01-12,1123.3339282705738
2008-01-13,1122.9334869801758
2008-01-14,1122.5369105472028
2008-01-15,1122.172278911359
2008-01-16,1121.7343927311804
2008-01-17,1121.2754775079786
2008-01-18,1120.7284739448828
2008-01-19,1120.1721366529632
2008-01-20,1119.614493074063
2008-01-21,1119.0024211185157
2008-01-22,1118.3907789530645
2008-01-23,1117.7822641990438
2008-01-24,1117.215743848464
2008-01-25,1116.6312822930918
2008-01-26,1116.0689206217098
2008-01-27,1115.5356444217332
2008-01-28,1115.0255591966427
2008-01-29,1114.5641848787557
2008-01-30,1114.1271697515108
2008-01-31,1113.644469281145
2008-02-01,1113.156122285956
2008-02-02,1112.6748241850084
2008-02-03,1112.1563994704284
2008-02-04,1111.6226960320084
2008-02-05,1111.0592100324993
2008-02-06,1110.4109411902878
2008-02-07,1109.7399750864836
2008-02-08,1109.0588646036545
2008-02-09,1108.3990181274464
2008-02-10,1107.7799821113401
2008-02-11,1107.1687235787124
2008-02-12,1106.5740655647744
2008-02-13,1106.0202506627613
2008-02-14,1105.4479702973704
2008-02-15,1104.8192799132244
2008-02-16,1104.1970034325357
2008-02-17,1103.6019905831702
2008-02-18,1103.0025269216787
2008-02-19,1102.40347837622
2008-02-20,1101.8023560735408
2008-02-21,1101.2068942335932
2008-02-22,1100.5752175597686
2008-02-23,1099.9929061364755
2008-02-24,1099.4223450061718
2008-02-25,1098.855866491499
2008-02-26,1098.3281225804683
2008-02-27,1097.8280327068057
2008-02-28,1097.5527481448555
2008-02-29,1097.3517419697253
2008-03-01,1096.9120217034706
2008-03-02,1096.5119812607752
2008-03-03,1096.1760630057927
2008-03-04,1095.8374413104848
2008-03-05,1095.4895791530084
2008-03-06,1095.2119979582487
2008-03-07,1094.7632012074328
2008-03-08,1094.301618366473
2008-03-09,1093.8035893932597
2008-03-10,1093.287742419359
2008-03-11,1092.752267136275
2008-03-12,1092.3135074413406
2008-03-13,1091.8347152732135
2008-03-14,1091.4978898948161
2008-03-15,1091.0958718470156
2008-03-16,1090.6845439915585
2008-03-17,1090.3012507971707
2008-03-18,1089.8988467896618
2008-03-19,1089.606873825108
2008-03-20,1089.1847664064646
2008-03-21,1088.7834849493006
2008-03-22,1088.2623216042614
2008-03-23,1087.7609174398824
2008-03-24,1087.2456245856554
2008-03-25,1086.7748895347952
2008-03-26,1086.3107349513862
2008-03-27,1085.816816142561
2008-03-28,1085.3266981562017
2008-03-29,1084.8451724272525
2008-03-30,1084.3627538551395
2008-03-31,1083.8818210497175
2008-04-01,1083.4043569110572
2008-04-02,1083.0235253530002
2008-04-03,1082.621891826902
2008-04-04,1082.1747127364629
2008-04-05,1081.7410990026674
2008-04-06,1081.3015447306548
2008-04-07,1080.8566896757582
2008-04-08,1080.3866860877351
2008-04-09,1079.9027830732175
2008-04-10,1079.39320495296
2008-04-11,1078.8826813382295
2008-04-12,1078.3345152470545
2008-04-13,1077.75247792578
2008-04-14,1077.1517529447287
2008-04-15,1076.5423066497474
2008-04-16,1075.9456165469621
2008-04-17,1075.3449110068595
2008-04-18,1074.7254751217479
2008-04-19,1074.2007931515082
2008-04-20,1073.6888367022343
2008-04-21,1073.1234732475577
2008-04-22,1072.5537573306178
2008-04-23,1071.9597771692036
2008-04-24,1071.388557157635
2008-04-25,1070.830957732668
2008-04-26,1070.2154589905092
2008-04-27,1069.6132505758894
2008-04-28,1069.0215516642102
2008-04-29,1068.429253663272
2008-04-30,1067.8264720325496
2008-05-01,1067.2620799690665
2008-05-02,1066.7178147655104
2008-05-03,1066.160343093075
2008-05-04,1065.5648989077592
2008-05-05,1064.9659447877787
2008-05-06,1064.3835304346271
2008-05-07,1063.8231445176286
2008-05-08,1063.1956487148154
2008-05-09,1062.583798726974
2008-05-10,1061.9344751295694
2008-05-11,1061.3680526900723
2008-05-12,1060.7065251747729
2008-05-13,1060.044919892617
2008-05-14,1059.3828039167431
2008-05-15,1058.7436297928678
2008-05-16,1058.1497953502376
2008-05-17,1057.501563656389
2008-05-18,1056.8135701473657
2008-05-19,1056.0671521140737
2008-05-20,1055.3350883056157
2008-05-21,1054.5773905197016
2008-05-22,1053.7656099277178
2008-05-23,1052.9554985059028
2008-05-24,1052.1055564176547
2008-05-25,1051.3210670227288
2008-05-26,1050.533766965176
2008-05-27,1049.7624645181866
2008-05-28,1049.0106056474158
2008-05-29,1048.2703569360115
2008-05-30,1047.5358453631134
2008-05-31,1046.714619991672
2008-06-01,1045.9140124913536
2008-06-02,1045.123461478786
2008-06-03,1044.3097609426309
2008-06-04,1043.480980266771
2008-06-05,1042.6406268901553
2008-06-06,1041.840128660865
2008-06-07,1041.0065880658794
2008-06-08,1040.2656583234489
2008-06-09,1039.4606983637523
2008-06-10,1038.647089677898
2008-06-11,1037.8277516503822
2008-06-12,1036.9581414206345
2008-06-13,1036.1302778966292
2008-06-14,1035.2259429325509
2008-06-15,1034.3063361340157
2008-06-16,1033.4012262605756
2008-06-17,1032.4879126194214
2008-06-18,1031.557506732583
2008-06-19,1030.6097859023507
2008-06-20,1029.6392769827464
2008-06-21,1028.7041483394041
2008-06-22,1027.7572014157433
2008-06-23,1026.8760474939531
2008-06-24,1025.99370295
2008-06-25,1025.104986557024
2008-06-26,1024.2513306571566
2008-06-27,1023.3539622108945
2008-06-28,1022.3720709568711
2008-06-29,1021.4073134497063
2008-06-30,1020.5065833659175
2008-07-01,1019.6044990453066
2008-07-02,1018.7128221505528
2008-07-03,1017.7129338492161
2008-07-04,1016.7151486759268
2008-07-05,1015.7183178276064
2008-07-06,1014.7019613703993
2008-07-07,1013.6730999125626
2008-07-08,1012.6076625261177
2008-07-09,1011.5849338132252
2008-07-10,1010.50134215461
2008-07-11,1009.5244082809483
2008-07-12,1008.4978219782682
2008-07-13,1007.3319884914005
2008-07-14,1006.1168341033008
2008-07-15,1004.8695515238313
2008-07-16,1003.5978566117296
2008-07-17,1002.3982607419889
2008-07-18,1001.2263351798275
2008-07-19,1000.0735298557302
2008-07-20,998.9398069741551
2008-07-21,997.8600854075883
2008-07-22,996.7631816677946
2008-07-23,995.7003315213436
2008-07-24,994.6199227953224
2008-07-25,993.6407034681807
2008-07-26,992.6606690224148
2008-07-27,991.8167527810244
2008-07-28,991.0545947838147
2008-07-29,990.2773321904504
2008-07-30,989.5560776083993
2008-07-31,988.8185285362722
2008-08-01,988.1168246910324
2008-08-02,987.3507823854592
2008-08-03,986.5753960507482
2008-08-04,985.9533290179022
2008-08-05,985.308205990523
2008-08-06,984.7323137226923
2008-08-07,984.0330916407628
2008-08-08,983.2488086640041
2008-08-09,982.4359377194567
2008-08-10,981.782186720676
2008-08-11,981.1378602343267
2008-08-12,980.5016733278665
2008-08-13,979.8358293858907
2008-08-14,979.16599822862
2008-08-15,978.6129753092113
2008-08-16,978.1781164438496
2008-08-17,977.744619604269
2008-08-18,977.1839233575877
2008-08-19,976.5951079754603
2008-08-20,975.9838605881353
2008-08-21,975.3894177495605
2008-08-22,974.7865227710729
2008-08-23,974.1500736419235
2008-08-24,973.5090871434824
2008-08-25,972.8106510808251
2008-08-26,972.0625391096179
2008-08-27,971.3238569236081
2008-08-28,970.6523451362295
2008-08-29,970.1593108930251
2008-08-30,969.5191951923562
2008-08-31,968.9024255752825
2008-09-01,968.2238452146494
2008-09-02,967.5589797042804
2008-09-03,966.8845404039432
2008-09-04,966.2055758262553
2008-09-05,965.3967729797889
2008-09-06,964.6670970973938
2008-09-07,963.890620196838
2008-09-08,963.1965630651359
2008-09-09,962.5602865059137
2008-09-10,961.842231816015
2008-09-11,961.1457826607058
2008-09-12,960.409441861291
2008-09-13,959.7031119594527
2008-09-14,958.9601728865943
2008-09-15,958.2133277507244
2008-09-16,957.3617064842767
2008-09-17,956.5501833798754
2008-09-18,955.6590417278352
2008-09-19,954.7058789225482
2008-09-20,953.8058974228811
2008-09-21,952.957070946283
2008-09-22,952.0700934280482
2008-09-23,951.0872642963357
2008-09-24,950.069574284062
2008-09-25,949.0778163291933
2008-09-26,948.1535349087252
2008-09-27,947.2248105026695
2008-09-28,946.2752880755509
2008-09-29,945.3480467804047
2008-09-30,944.21460185337
2008-10-01,943.1949726701866
2008-10-02,942.0917752850596
2008-10-03,940.8948364677385
2008-10-04,939.7012276095973
2008-10-05,938.5251980083601
2008-10-06,937.3015148163998
2008-10-07,935.9927587710898
2008-10-08,934.5710416186861
2008-10-09,933.1474478928172
2008-10-10,931.5403240715617
2008-10-11,929.9289659863093
2008-10-12,928.3420135830332
2008-10-13,926.751990164949
2008-10-14,925.3632297430412
2008-10-15,923.9654856543517
2008-10-16,922.4470530651236
2008-10-17,921.044541879463
2008-10-18,919.6135294664435
2008-10-19,918.1909300662704
2008-10-20,916.9126552138146
2008-10-21,915.7217382837515
2008-10-22,914.4746499454925
2008-10-23,913.0988125934394
2008-10-24,911.7118069216721
2008-10-25,910.2808514785432
2008-10-26,908.8641643973968
2008-10-27,907.385351818475
2008-10-28,905.8354336520781
2008-10-29,904.4574004586184
2008-10-30,903.0404680674469
2008-10-31,901.7055519526126
2008-11-01,900.3336027392596
2008-11-02,899.0906467072963
2008-11-03,897.8432693739804
2008-11-04,896.5868968213259
2008-11-05,895.4047007171337
2008-11-06,894.1508950463182
2008-11-07,892.7704934820393
2008-11-08,891.6019392526104
2008-11-09,890.4415710440746
2008-11-10,889.3435051554445
2008-11-11,888.2280868286218
2008-11-12,887.0752756897299
2008-11-13,885.887000009284
2008-11-14,884.667545424011
2008-11-15,883.429078142614
2008-11-16,882.2645739619682
2008-11-17,881.0789655642869
2008-11-18,879.8540736001906
2008-11-19,878.6450042647679
2008-11-20,877.427530952894
2008-11-21,876.0859740918535
2008-11-22,874.9168394326833
2008-11-23,873.7531069583503
2008-11-24,872.5060307955476
2008-11-25,871.3469989016215
2008-11-26,870.198507887523
2008-11-27,869.2229034535794
2008-11-28,868.1434779671913
2008-11-29,866.9462609461264
2008-11-30,865.7675585520026
2008-12-01,864.5514176577324
2008-12-02,863.1807242079734
2008-12-03,861.8709902341692
2008-12-04,860.6325370061186
2008-12-05,859.4001926813069
2008-12-06,858.1576314382637
2008-12-07,856.8353860025711
2008-12-08,855.5139140796467
2008-12-09,854.259356993144
2008-12-10,852.9662380834445
2008-12-11,851.6543266828966
2008-12-12,850.4320310826305
2008-12-13,849.188389080411
2008-12-14,847.9414524805027
2008-12-15,846.7843056096897
2008-12-16,845.6091728748603
2008-12-17,844.5168882122872
2008-12-18,843.483954540118
2008-12-19,842.3773724503718
2008-12-20,841.287303673651
2008-12-21,840.1698872629061
2008-12-22,838.9614431071202
2008-12-23,837.7114640080828
2008-12-24,836.4461403681343
2008-12-25,835.149607123358
2008-12-26,833.853486395901
2008-12-27,832.5717649360103
2008-12-28,831.3780210707126
2008-12-29,830.1740556929394
2008-12-30,828.9541842403829
2008-12-31,827.7738506721075
2009-01-01,826.6513899289695
2009-01-02,825.5291376658021
2009-01-03,824.5315500413645
2009-01-04,823.5314723263966
2009-01-05,822.6540985102371
2009-01-06,821.755500875707
2009-01-07,820.8703211173838
2009-01-08,819.9179224707453
2009-01-09,819.0635618255794
2009-01-10,818.108385705072
2009-01-11,817.1196564314291
2009-01-12,816.2094853954013
2009-01-13,815.2725205569355
2009-01-14,814.3382832154361
2009-01-15,813.2988085296074
2009-01-16,812.3798715292171
2009-01-17,811.5003457155958
2009-01-18,810.7527534613884
2009-01-19,810.0255413224071
2009-01-20,809.3042618785379
2009-01-21,808.4995447855795
2009-01-22,807.7593831679229
2009-01-23,807.0332499194564
2009-01-24,806.2284386333272
2009-01-25,805.3964041628711
2009-01-26,804.6116991601058
2009-01-27,803.8327171598951
2009-01-28,803.0704184591877
2009-01-29,802.2823167317243
2009-01-30,801.4101267958445
2009-01-31,800.5359336457285
2009-02-01,799.5995002086855
2009-02-02,798.6179325464968
2009-02-03,797.6390000198647
2009-02-04,796.6841293370669
2009-02-05,795.7661336745056
2009-02-06,795.0185022230505
2009-02-07,794.3482895123864
2009-02-08,793.6458724503519
2009-02-09,792.9593741660271
2009-02-10,792.2598438384284
2009-02-11,791.4806285736902
2009-02-12,790.6872075741277
2009-02-13,789.8568695163684
2009-02-14,788.9656545144237
2009-02-15,788.1514964252252
2009-02-16,787.3354713208322
2009-02-17,786.5172576556167
2009-02-18,785.6286288527175
2009-02-19,784.7382541694285
2009-02-20,783.8339048372699
2009-02-21,782.8813062347921
2009-02-22,781.9834998740976
2009-02-23,781.0483441517255
2009-02-24,780.0554880353793
2009-02-25,779.1178110343914
2009-02-26,778.1024285171181
2009-02-27,777.0301372350465
2009-02-28,775.8557291303558
2009-03-01,774.5641060295784
2009-03-02,773.555347133231
2009-03-03,772.459180022084
2009-03-04,771.3520353979733
2009-03-05,770.2907759035309
2009-03-06,769.1308641356369
2009-03-07,768.0998308058456
2009-03-08,767.0997524453845
2009-03-09,766.1134904795053
2009-03-10,765.1153772919209
2009-03-11,764.2634847758856
2009-03-12,763.258527230419
2009-03-13,762.352796637091
2009-03-14,761.3947500858218
2009-03-15,760.5396505239759
2009-03-16,759.6914892663103
2009-03-17,758.8304519847376
2009-03-18,758.0525073988515
2009-03-19,757.1265064491914
2009-03-20,756.308660290199
2009-03-21,755.3717311945243
2009-03-22,754.468530994581
2009-03-23,753.5642690809361
2009-03-24,752.7639155299298
2009-03-25,751.864804479005
2009-03-26,750.9697599965534
2009-03-27,750.1509510228163
2009-03-28,749.3380294496872
2009-03-29,748.5434142141838
2009-03-30,747.7559202530932
2009-03-31,746.9123880104064
2009-04-01,746.0634372997964
2009-04-02,745.0834379280734
2009-04-03,744.160876504168
2009-04-04,743.2659786510804
2009-04-05,742.3695114914635
2009-04-06,741.4789169296644
2009-04-07,740.5748741879054
2009-04-08,739.6260988646723
2009-04-09,738.7180197335072
2009-04-10,737.90602457634
2009-04-11,737.0791961013283
2009-04-12,736.3294263524305
2009-04-13,735.5916913250123
2009-04-14,734.8646934201696
2009-04-15,734.1196279570837
2009-04-16,733.3741786573406
2009-04-17,732.5761044279296
2009-04-18,731.787192244611
2009-04-19,730.9186364288628
2009-04-20,730.0473827054619
2009-04-21,729.1243762923306
2009-04-22,728.2414388655055
2009-04-23,727.3856689280349
2009-04-24,726.5276841126868
2009-04-25,725.6667503175016
2009-04-26,724.7966672021302
2009-04-27,723.9246698642177
2009-04-28,723.035646674506
2009-04-29,722.1466386323713
2009-04-30,721.3098420012558
2009-05-01,720.4726399010948
2009-05-02,719.572282130386
2009-05-03,718.6698992215662
2009-05-04,717.7759905609972
2009-05-05,716.9423304524458
2009-05-06,716.1226525495288
2009-05-07,715.2975224572111
2009-05-08,714.5375736806004
2009-05-09,713.7996884852012
2009-05-10,713.0984728355631
2009-05-11,712.3685429838883
2009-05-12,711.6198058500329
2009-05-13,710.8195443093566
2009-05-14,709.9744548905837
2009-05-15,709.1245787439466
2009-05-16,708.204275612077
2009-05-17,707.295258073228
2009-05-18,706.384079848166
2009-05-19,705.5367889517162
2009-05-20,704.6820589119591
2009-05-21,703.8608758432711
2009-05-22,703.0869694766656
2009-05-23,702.297102489814
2009-05-24,701.5638121232942
2009-05-25,700.8105216638398
2009-05-26,700.0677513315693
2009-05-27,699.3688932508198
2009-05-28,698.606498324751
2009-05-29,697.852199383906
2009-05-30,697.10017779107
2009-05-31,696.3569852844093
2009-06-01,695.6139412145778
2009-06-02,694.9231997619986
2009-06-03,694.2830183647409
2009-06-04,693.6435894628776
2009-06-05,693.0293282387636
2009-06-06,692.3129315791208
2009-06-07,691.7179369517307
2009-06-08,691.0875826452327
2009-06-09,690.4773471273371
2009-06-10,689.8695668267226
2009-06-11,689.2658767259675
2009-06-12,688.7485252897616
2009-06-13,688.1981503070964
2009-06-14,687.6122659078084
2009-06-15,687.0355823467287
2009-06-16,686.4285878905539
2009-06-17,685.7983942390194
2009-06-18,685.1950031491317
2009-06-19,684.6456124478401
2009-06-20,684.0885942149878
2009-06-21,683.5840731353189
2009-06-22,683.0913662010012
2009-06-23,682.518724144314
2009-06-24,681.94939816403
2009-06-25,681.4027965095413
2009-06-26,680.8618432267647
2009-06-27,680.4365327217029
2009-06-28,680.0437296173269
2009-06-29,679.6497644135889
2009-06-30,679.2683785987847
2009-07-01,678.8662548776705
2009-07-02,678.4556747304636
2009-07-03,678.0892890839513
2009-07-04,677.7251643597647
2009-07-05,677.3606735345134
2009-07-06,676.9965049458887
2009-07-07,676.6429501407071
2009-07-08,676.2891133318756
2009-07-09,675.8630181808411
2009-07-10,675.5380198356094
2009-07-11,675.1494665921693
2009-07-12,674.8166652272851
2009-07-13,674.5211217342987
2009-07-14,674.2738506046438
2009-07-15,674.0717508638121
2009-07-16,673.9647050748997
2009-07-17,673.7706277643576
2009-07-18,673.5269555774343
2009-07-19,673.2776772103105
2009-07-20,673.0371228372676
2009-07-21,672.7924427729257
2009-07-22,672.5564117929932
2009-07-23,672.2639490335596
2009-07-24,672.007278739774
2009-07-25,671.8126615467551
2009-07-26,671.6100747023575
2009-07-27,671.3610893644618
2009-07-28,671.0866629489275
2009-07-29,670.883109998774
2009-07-30,670.5768655684344
2009-07-31,670.2439860127273
2009-08-01,669.9429238327907
2009-08-02,669.6783937595058
2009-08-03,669.4219814380468
2009-08-04,669.1439312291433
2009-08-05,668.9084021483663
2009-08-06,668.5501179902218
2009-08-07,668.2116496417016
2009-08-08,667.986275819362
2009-08-09,667.6891847157135
2009-08-10,667.334017999951
2009-08-11,666.9727322422283
2009-08-12,666.5569085040212
2009-08-13,666.2145857724311
2009-08-14,665.8969303676225
2009-08-15,665.5046490194612
2009-08-16,665.0691732683854
2009-08-17,664.6394531806783
2009-08-18,664.2068068385099
2009-08-19,663.8573390065837
2009-08-20,663.5598216313341
2009-08-21,663.2574014322654
2009-08-22,662.9832923837582
2009-08-23,662.6837555780555
2009-08-24,662.3819783263276
2009-08-25,662.100801600397
2009-08-26,661.907014467258
2009-08-27,661.6980462089997
2009-08-28,661.4450349533942
2009-08-29,661.0809433262342
2009-08-30,660.8157543331737
2009-08-31,660.5424321420392
2009-09-01,660.2737635628705
2009-09-02,659.9603628595597
2009-09-03,659.6574068889062
2009-09-04,659.3794785449913
2009-09-05,659.2721926722173
2009-09-06,659.1246121192564
2009-09-07,658.9850286763372
2009-09-08,658.8128364799074
2009-09-09,658.5747797090877
2009-09-10,658.494215347756
2009-09-11,658.4077991862525
2009-09-12,658.2884401621644
2009-09-13,658.160369839203
2009-09-14,658.0483063694659
2009-09-15,657.9496398653944
2009-09-16,658.051304475662
2009-09-17,658.1164118930714
2009-09-18,658.3534168157698
2009-09-19,658.4875441658565
2009-09-20,658.4738589469591
2009-09-21,658.4467246577965
2009-09-22,658.4214662080607
2009-09-23,658.5685268796769
2009-09-24,658.7565984962355
2009-09-25,658.9220469547337
2009-09-26,658.9971348414261
2009-09-27,659.070414899238
2009-09-28,659.1516171589727
2009-09-29,659.2640359510646
2009-09-30,659.7256231299144
2009-10-01,659.9816897204295
2009-10-02,660.2279398529233
2009-10-03,660.6204062282346
2009-10-04,661.0543804421027
2009-10-05,661.4934302492825
2009-10-06,661.9835321599802
2009-10-07,662.6448574047802
2009-10-08,663.5164834697505
2009-10-09,664.4372128961625
2009-10-10,665.6412908786604
2009-10-11,666.8810029954049
2009-10-12,668.1131554241126
2009-10-13,669.3681229678839
2009-10-14,670.2673409187606
2009-10-15,671.225024141429
2009-10-16,672.4830064401276
2009-10-17,673.580663454162
2009-10-18,674.7047695448033
2009-10-19,675.8300304083419
2009-10-20,676.924479515671
2009-10-21,677.8534070154512
2009-10-22,678.8688536266416
2009-10-23,680.1189060518017
2009-10-24,681.3241225431576
2009-10-25,682.6355952429087
2009-10-26,683.9484331052373
2009-10-27,685.2680592296091
2009-10-28,686.6809317243258
2009-10-29,687.7351861672755
2009-10-30,688.8852217474835
2009-10-31,689.8778194473647
2009-11-01,690.8476343787112
2009-11-02,691.7610502749934
2009-11-03,692.692179977018
2009-11-04,693.6393141040961
2009-11-05,694.4515484201916
2009-11-06,695.4840847967473
2009-11-07,696.7205893027964
2009-11-08,697.8024822184525
2009-11-09,698.8855967808878
2009-11-10,699.9902130965681
2009-11-11,701.1391511642865
2009-11-12,702.3746872205971
2009-11-13,703.7350807947629
2009-11-14,704.9622373926741
2009-11-15,706.3134827577217
2009-11-16,707.6391487879772
2009-11-17,709.012881636939
2009-11-18,710.473768891186
2009-11-19,711.906946343935
2009-11-20,713.4646364069458
2009-11-21,715.2260482549287
2009-11-22,716.783808590202
2009-11-23,718.3456563216433
2009-11-24,719.9800448183887
2009-11-25,721.4272060611543
2009-11-26,722.8681085927276
2009-11-27,724.1489275250672
2009-11-28,725.424138238044
2009-11-29,726.7341002836768
2009-11-30,728.048375510212
2009-12-01,729.3927008903179
2009-12-02,731.0674055105072
2009-12-03,732.6258472332312
2009-12-04,734.0724073322247
2009-12-05,735.6163693858713
2009-12-06,737.0837920391334
2009-12-07,738.5908023562112
2009-12-08,740.0917006711777
2009-12-09,741.4446850848248
2009-12-10,742.8897330722444
2009-12-11,744.3307360395386
2009-12-12,745.8199809067472
2009-12-13,747.3042807165766
2009-12-14,748.7954976960723
2009-12-15,750.2739880443025
2009-12-16,751.7856221880018
2009-12-17,753.132084951347
2009-12-18,754.4502400095336
2009-12-19,755.8747626185248
2009-12-20,757.2894789274917
2009-12-21,758.7196339129795
2009-12-22,760.219898354674
2009-12-23,761.796321482259
2009-12-24,763.4158503965313
2009-12-25,765.0537162923381
2009-12-26,766.6961519736592
2009-12-27,768.3269325709205
2009-12-28,769.9257543249659
2009-12-29,771.5354315794775
2009-12-30,773.1593253162183
2009-12-31,774.7038173605137
2010-01-01,776.1591576945864
2010-01-02,777.6181842317741
2010-01-03,778.9297175736122
2010-01-04,780.2442874350036
2010-01-05,781.539800283919
2010-01-06,782.8635650060007
2010-01-07,784.1624244841647
2010-01-08,785.5956006867783
2010-01-09,786.9808774086384
2010-01-10,788.4814186117509
2010-01-11,790.0055153762967
2010-01-12,791.503176228798
2010-01-13,793.0616915247998
2010-01-14,794.6392698170149
2010-01-15,796.3739567008874
2010-01-16,798.0160204143237
2010-01-17,799.6217506553119
2010-01-18,801.1582395156265
2010-01-19,802.6833351253694
2010-01-20,804.2443241235316
2010-01-21,805.9667225136557
2010-01-22,807.4982574008258
2010-01-23,809.002001964089
2010-01-24,810.5428868686837
2010-01-25,812.1125370848556
2010-01-26,813.6573172086066
2010-01-27,815.1756170616138
2010-01-28,816.6713232861101
2010-01-29,818.0650413653709
2010-01-30,819.5750040641498
2010-01-31,821.1576343142649
2010-02-01,822.7875650865346
2010-02-02,824.4896831106443
2010-02-03,826.2311448961906
2010-02-04,827.9073875098702
2010-02-05,829.506659385307
2010-02-06,830.9731808747364
2010-02-07,832.3256472691621
2010-02-08,833.7014178115598
2010-02-09,835.047014489454
2010-02-10,836.4223721297511
2010-02-11,837.9797377178784
2010-02-12,839.5521439626978
2010-02-13,841.1342745780909
2010-02-14,842.7929901692137
2010-02-15,844.419374089025
2010-02-16,846.0520278289754
2010-02-17,847.7346395405673
2010-02-18,849.597687825439
2010-02-19,851.4862073147037
2010-02-20,853.4248613112239
2010-02-21,855.4309371786443
2010-02-22,857.4069171581998
2010-02-23,859.4072006369378
2010-02-24,861.4998957257008
2010-02-25,863.4911590739656
2010-02-26,865.5580390199922
2010-02-27,867.708561471953
2010-02-28,869.942726604959
2010-03-01,872.5684215760127
2010-03-02,874.7444856666395
2010-03-03,877.0888298345559
2010-03-04,879.4634711128681
2010-03-05,881.770179022293
2010-03-06,884.2759012123771
2010-03-07,886.7223421454037
2010-03-08,889.1524009927365
2010-03-09,891.5892136333234
2010-03-10,894.0698133103193
2010-03-11,896.3265002529807
2010-03-12,898.6967196891205
2010-03-13,900.9097778602425
2010-03-14,903.1166181920735
2010-03-15,905.2685602366464
2010-03-16,907.4274286383265
2010-03-17,909.6266190926293
2010-03-18,911.7077314577816
2010-03-19,913.8386340545218
2010-03-20,915.936077297122
2010-03-21,918.1835616532231
2010-03-22,920.4373155667959
2010-03-23,922.7120804431332
2010-03-24,924.7530787052567
2010-03-25,926.9110752922217
2010-03-26,929.0397663861115
2010-03-27,931.0569712746433
2010-03-28,933.1253436389882
2010-03-29,935.1742742261509
2010-03-30,937.245002596721
2010-03-31,939.459667166398
2010-04-01,941.6377145512407
2010-04-02,943.8916702292696
2010-04-03,946.031115163105
2010-04-04,948.1405863463185
2010-04-05,950.2583102505529
2010-04-06,952.4053926991453
2010-04-07,954.5981575375654
2010-04-08,956.8835014844283
2010-04-09,959.1204425062864
2010-04-10,961.199638079627
2010-04-11,963.2990248011781
2010-04-12,965.3354111313787
2010-04-13,967.3821626165567
2010-04-14,969.4250598706444
2010-04-15,971.5830939809645
2010-04-16,973.710886388893
2010-04-17,975.802412762198
2010-04-18,977.8795555919795
2010-04-19,980.024613428387
2010-04-20,982.1893599557222
2010-04-21,984.5758524952424
2010-04-22,986.8695056363395
2010-04-23,989.1789528041262
2010-04-24,991.484131491444
2010-04-25,993.744421046697
2010-04-26,996.0342571890108
2010-04-27,998.3168038611813
2010-04-28,1000.577237859523
2010-04-29,1002.8725179534337
2010-04-30,1005.1033570552545
2010-05-01,1007.2778074803914
2010-05-02,1009.4962132256251
2010-05-03,1011.7329542690615
2010-05-04,1014.0170122578883
2010-05-05,1016.0739600865744
2010-05-06,1018.11718015218
2010-05-07,1020.0110802257832
2010-05-08,1021.859747670474
2010-05-09,1023.6098935237704
2010-05-10,1025.3388141110725
2010-05-11,1027.2017383351863
2010-05-12,1029.166632416326
2010-05-13,1031.2256801461342
2010-05-14,1033.3832211701686
2010-05-15,1035.454418043461
2010-05-16,1037.6282467134697
2010-05-17,1039.8133307609298
2010-05-18,1042.008154995894
2010-05-19,1044.0186756056198
2010-05-20,1046.0316040914352
2010-05-21,1047.9214366094488
2010-05-22,1049.8793587867926
2010-05-23,1051.8603087580123
2010-05-24,1053.7941903009105
2010-05-25,1055.6951676479025
2010-05-26,1057.6022168481973
2010-05-27,1059.3673485353324
2010-05-28,1061.3563817970908
2010-05-29,1063.2521207117165
2010-05-30,1065.1051034415525
2010-05-31,1066.9691077927637
2010-06-01,1068.8380159891647
2010-06-02,1070.5261890328595
2010-06-03,1072.2405776760402
2010-06-04,1074.021546170546
2010-06-05,1075.6403014212049
2010-06-06,1077.3560159819153
2010-06-07,1078.9472561107152
2010-06-08,1080.5024633040475
2010-06-09,1082.0985603540687
2010-06-10,1083.6652331886428
2010-06-11,1085.3306613159932
2010-06-12,1086.910882778194
2010-06-13,1088.5001008260194
2010-06-14,1090.1537845994253
2010-06-15,1091.805797471769
2010-06-16,1093.663813441868
2010-06-17,1095.5935387113375
2010-06-18,1097.5112561621497
2010-06-19,1099.3526150877037
2010-06-20,1101.1969462746733
2010-06-21,1102.9687658729192
2010-06-22,1104.7324488364222
2010-06-23,1106.6164414328055
2010-06-24,1108.4837668763043
