Date,PITLCHNG Index_ratio_annual
2009-03-27,-552.7367609559394
2009-03-28,-563.3613645143082
2009-03-29,-574.0321620011913
2009-03-30,-584.7494553376911
2009-03-31,-595.5135490817732
2009-04-01,-602.2285235033349
2009-04-02,-608.9631036896311
2009-04-03,-615.7173756308582
2009-04-04,-622.4914258208147
2009-04-05,-629.2853412605954
2009-04-06,-636.0992094623136
2009-04-07,-642.9331184528606
2009-04-08,-649.7871567776949
2009-04-09,-656.6614135046673
2009-04-10,-663.5559782278789
2009-04-11,-670.4709410715734
2009-04-12,-677.4063926940642
2009-04-13,-684.3624242916956
2009-04-14,-691.3391276028416
2009-04-15,-698.3365949119377
2009-04-16,-705.3549190535496
2009-04-17,-712.3941934164794
2009-04-18,-719.4545119479087
2009-04-19,-726.5359691575756
2009-04-20,-733.6386601219941
2009-04-21,-740.7626804887084
2009-04-22,-747.9081264805853
2009-04-23,-755.0750949001488
2009-04-24,-762.2636831339494
2009-04-25,-769.4739891569759
2009-04-26,-776.7061115371068
2009-04-27,-783.960149439602
2009-04-28,-791.2362026316337
2009-04-29,-798.5343714868638
2009-04-30,-805.8547569900547
2009-05-01,-804.6393529983391
2009-05-02,-803.4183737589548
2009-05-03,-802.1917808219183
2009-05-04,-800.9595353828679
2009-05-05,-799.7215982789716
2009-05-06,-798.4779299847802
2009-05-07,-797.2284906080165
2009-05-08,-795.9732398853146
2009-05-09,-794.7121371778911
2009-05-10,-793.4451414671623
2009-05-11,-792.1722113502939
2009-05-12,-790.893305035694
2009-05-13,-789.6083803384373
2009-05-14,-788.3173946756274
2009-05-15,-787.0203050616927
2009-05-16,-785.7170681036166
2009-05-17,-784.4076399960961
2009-05-18,-783.0919765166346
2009-05-19,-781.7700330205648
2009-05-20,-780.4417644359969
2009-05-21,-779.1071252586979
2009-05-22,-777.7660695468919
2009-05-23,-776.4185509159933
2009-05-24,-775.0645225332544
2009-05-25,-773.7039371123424
2009-05-26,-772.3367469078338
2009-05-27,-770.9629037096295
2009-05-28,-769.5823588372875
2009-05-29,-768.1950631342739
2009-05-30,-766.8009669621279
2009-05-31,-765.4000201945411
2009-06-01,-763.3504791813313
2009-06-02,-761.4387224379169
2009-06-03,-759.6513075965133
2009-06-04,-757.9764858159854
2009-06-05,-756.4039432281616
2009-06-06,-754.9245883492459
2009-06-07,-753.5303761971743
2009-06-08,-752.2141619277362
2009-06-09,-750.9695783668388
2009-06-10,-749.790933007843
2009-06-11,-748.6731209576992
2009-06-12,-747.6115510232856
2009-06-13,-746.6020826807448
2009-06-14,-745.6409721031163
2009-06-15,-744.7248257630378
2009-06-16,-743.8505603985054
2009-06-17,-743.0153683463552
2009-06-18,-742.2166874221671
2009-06-19,-741.4521746658587
2009-06-20,-740.7196833862546
2009-06-21,-740.0172430309418
2009-06-22,-739.3430414838829
2009-06-23,-738.6954094559197
2009-06-24,-738.0728066850759
2009-06-25,-737.4738097064917
2009-06-26,-736.8971009875759
2009-06-27,-736.3414592538257
2009-06-28,-735.8057508558156
2009-06-29,-735.2889220489244
2009-06-30,-734.7899920751728
2009-07-01,-737.1449056521787
2009-07-02,-739.5355710134143
2009-07-03,-741.9628085500631
2009-07-04,-744.4274639473176
2009-07-05,-746.9304091667698
2009-07-06,-749.4725434749482
2009-07-07,-752.0547945205483
2009-07-08,-754.6781194630646
2009-07-09,-757.3435061557141
2009-07-10,-760.0519743857178
2009-07-11,-762.804577175216
2009-07-12,-765.6024021462968
2009-07-13,-768.4465729538645
2009-07-14,-771.3382507903058
2009-07-15,-774.2786359661909
2009-07-16,-777.2689695715276
2009-07-17,-780.3105352224022
2009-07-18,-783.4046608981668
2009-07-19,-786.5527208747017
2009-07-20,-789.7561377596625
2009-07-21,-793.0163846360465
2009-07-22,-796.3349873208629
2009-07-23,-799.7135267461848
2009-07-24,-803.1536414703857
2009-07-25,-806.6570303279451
2009-07-26,-810.2254552268273
2009-07-27,-813.8607441031046
2009-07-28,-817.564794043244
2009-07-29,-821.339574585255
2009-07-30,-825.1871312107756
2009-07-31,-829.1095890410961
2009-08-01,-831.8181818181821
2009-08-02,-834.5719178082194
2009-08-03,-837.3719350754004
2009-08-04,-840.2194102623639
2009-08-05,-843.1155602388482
2009-08-06,-846.0616438356169
2009-08-07,-849.0589636688508
2009-08-08,-852.1088680605624
2009-08-09,-855.2127530609774
2009-08-10,-858.3720645792565
2009-08-11,-861.5883006293968
2009-08-12,-864.8630136986305
2009-08-13,-868.1978132461985
2009-08-14,-871.5943683409439
2009-08-15,-875.0544104468062
2009-08-16,-878.5797363659865
2009-08-17,-882.1722113502939
2009-08-18,-885.833772391992
2009-08-19,-889.5664317063441
2009-08-20,-893.3722804190172
2009-08-21,-897.2534924725352
2009-08-22,-901.2123287671236
2009-08-23,-905.2511415525119
2009-08-24,-909.3723790886221
2009-08-25,-913.5785905945489
2009-08-26,-917.8724315068496
2009-08-27,-922.2566690699354
2009-08-28,-926.7341882832995
2009-08-29,-931.307998232435
2009-08-30,-935.9812388326388
2009-08-31,-940.7571880174621
2009-09-01,-941.021997385324
2009-09-02,-941.2904949059414
2009-09-03,-941.5627581701859
2009-09-04,-941.8388669607617
2009-09-05,-942.118903330151
2009-09-06,-942.4029516819091
2009-09-07,-942.6910988554824
2009-09-08,-942.983434214718
2009-09-09,-943.2800497402675
2009-09-10,-943.5810401260759
2009-09-11,-943.8865028801725
2009-09-12,-944.1965384299895
2009-09-13,-944.5112502324429
2009-09-14,-944.830744889037
2009-09-15,-945.1551322662527
2009-09-16,-945.4845256215123
2009-09-17,-945.819041735018
2009-09-18,-946.158801047795
2009-09-19,-946.5039278062715
2009-09-20,-946.8545502137684
2009-09-21,-947.210800589283
2009-09-22,-947.5728155339805
2009-09-23,-947.940736105835
2009-09-24,-948.314708002884
2009-09-25,-948.6948817556055
2009-09-26,-949.0814129289411
2009-09-27,-949.4744623345422
2009-09-28,-949.8741962538439
2009-09-29,-950.2807866726198
2009-09-30,-950.6944115277057
2009-10-01,-953.9106611078025
2009-10-02,-957.160647571607
2009-10-03,-960.4449045429383
2009-10-04,-963.7639769591954
2009-10-05,-967.1184213727836
2009-10-06,-970.5088062622317
2009-10-07,-973.9357123533612
2009-10-08,-977.3997329508934
2009-10-09,-980.9014742808846
2009-10-10,-984.4415558444163
2009-10-11,-988.0206107829591
2009-10-12,-991.6392862558772
2009-10-13,-995.2982438305344
2009-10-14,-998.9981598855047
2009-10-15,-1002.7397260273983
2009-10-16,-1006.5236495218413
2009-10-17,-1010.3506537391809
2009-10-18,-1014.2214786154981
2009-10-19,-1018.1368811295458
2009-10-20,-1022.0976357962668
2009-10-21,-1026.1045351775508
2009-10-22,-1030.15839041096
2009-10-23,-1034.2600317571394
2009-10-24,-1038.4103091667128
2009-10-25,-1042.610092867454
2009-10-26,-1046.8602739726036
2009-10-27,-1051.1617651112163
2009-10-28,-1055.515501081472
2009-10-29,-1059.9224395279423
2009-10-30,-1064.3835616438366
2009-10-31,-1068.899872899309
2009-11-01,-1071.1790454873858
2009-11-02,-1073.4724037969659
2009-11-03,-1075.7800806807984
2009-11-04,-1078.1022106557623
2009-11-05,-1080.4389299289974
2009-11-06,-1082.7903764245425
2009-11-07,-1085.1566898104713
2009-11-08,-1087.5380115265436
2009-11-09,-1089.9344848123892
2009-11-10,-1092.3462547362294
2009-11-11,-1094.7734682241492
2009-11-12,-1097.2162740899364
2009-11-13,-1099.6748230654923
2009-11-14,-1102.1492678318384
2009-11-15,-1104.6397630507226
2009-11-16,-1107.146465396845
2009-11-17,-1109.6695335907114
2009-11-18,-1112.2091284321357
2009-11-19,-1114.7654128344018
2009-11-20,-1117.3385518591008
2009-11-21,-1119.9287127516584
2009-11-22,-1122.5360649775735
2009-11-23,-1125.1607802593778
2009-11-24,-1127.8030326143341
2009-11-25,-1130.4629983928987
2009-11-26,-1133.1408563179564
2009-11-27,-1135.836787524848
2009-11-28,-1138.550975602215
2009-11-29,-1141.283606633675
2009-11-30,-1144.0348692403497
2009-12-01,-1144.5063769485128
2009-12-02,-1144.988849952215
2009-12-03,-1145.4826752618858
2009-12-04,-1145.9882583170258
2009-12-05,-1146.506024096386
2009-12-06,-1147.0364183093886
2009-12-07,-1147.5799086757995
2009-12-08,-1148.1369863013704
2009-12-09,-1148.708167157968
2009-12-10,-1149.2939936775556
2009-12-11,-1149.8950364703792
2009-12-12,-1150.5118961788037
2009-12-13,-1151.145205479453
2009-12-14,-1151.7956312476863
2009-12-15,-1152.4638768999819
2009-12-16,-1153.1506849315072
2009-12-17,-1153.8568396681462
2009-12-18,-1154.5831702544035
2009-12-19,-1155.3305539011317
2009-12-20,-1156.0999194198234
2009-12-21,-1156.8922510734003
2009-12-22,-1157.7085927770859
2009-12-23,-1158.5500526870392
2009-12-24,-1159.4178082191784
2009-12-25,-1160.313111545989
2009-12-26,-1161.2372956252764
2009-12-27,-1162.191780821918
2009-12-28,-1163.1780821917814
2009-12-29,-1164.197817506386
2009-12-30,-1165.2527161077003
2009-12-31,-1166.3446286950261
2010-01-01,-1177.1292435973803
2010-01-02,-1188.640911189781
2010-01-03,-1200.9557183816507
2010-01-04,-1214.1607525994402
2010-01-05,-1228.3561643835615
2010-01-06,-1243.6577121508647
2010-01-07,-1260.199925953351
2010-01-08,-1278.1400733166133
2010-01-09,-1297.6631748589853
2010-01-10,-1318.9884088514232
2010-01-11,-1342.3773751657118
2010-01-12,-1368.144880427212
2010-01-13,-1396.6731898238772
2010-01-14,-1428.4311191522377
2010-01-15,-1464.000000000001
2010-01-16,-1504.1095890410975
2010-01-17,-1549.6886674968891
2010-01-18,-1601.937854994994
2010-01-19,-1662.436914203321
2010-01-20,-1733.3072407045038
2010-01-21,-1817.4657534246628
2010-01-22,-1919.0363722248542
2010-01-23,-2044.0463645943203
2010-01-24,-2201.6676593210377
2010-01-25,-2406.5753424657614
2010-01-26,-2683.803384367466
2010-01-27,-3079.843444227028
2010-01-28,-3691.9053549190917
2010-01-29,-4763.013698630214
2010-01-30,-7119.452054794658
2010-01-31,-16545.205479452616
2010-02-01,61501.3698630056
2010-02-02,9470.319634703144
2010-02-03,4740.224159402184
2010-02-04,2966.4383561643685
2010-02-05,2037.3124592302565
2010-02-06,1465.5426765015748
2010-02-07,1078.2147591692421
2010-02-08,798.4779299847758
2010-02-09,586.9695957233522
2010-02-10,421.4413341274562
2010-02-11,288.3695944131078
2010-02-12,179.06066536203525
2010-02-13,87.67123287671242
2010-02-14,10.128684101287325
2010-02-15,-56.4923789311203
2010-02-16,-114.34751261715881
2010-02-17,-165.0600372061554
2010-02-18,-209.87575661038522
2010-02-19,-249.76667168447904
2010-02-20,-285.502283105022
2010-02-21,-317.69971517699656
2010-02-22,-346.8596536572751
2010-02-23,-373.39257065284414
2010-02-24,-397.63816721776027
2010-02-25,-419.8799954715265
2010-02-26,-440.35659926070826
2010-02-27,-459.270103523998
2010-02-28,-476.7929089443988
2010-03-01,-471.83098591549236
2010-03-02,-473.80410022778955
2010-03-03,-475.66371681415865
2010-03-04,-477.41935483870884
2010-03-05,-479.07949790794885
2010-03-06,-480.65173116089557
2010-03-07,-482.1428571428565
2010-03-08,-483.55899419729127
2010-03-09,-484.9056603773578
2010-03-10,-486.18784530386654
2010-03-11,-487.4100719424453
2010-03-12,-488.57644991212584
2010-03-13,-489.69072164948386
2010-03-14,-490.75630252100757
2010-03-15,-491.77631578947296
2010-03-16,-492.7536231884051
2010-03-17,-493.6908517350151
2010-03-18,-494.59041731066435
2010-03-19,-495.4545454545451
2010-03-20,-496.28528974739936
2010-03-21,-497.08454810495596
2010-03-22,-497.8540772532185
2010-03-23,-498.5955056179773
2010-03-24,-499.3103448275859
2010-03-25,-499.99999999999966
2010-03-26,-500.6657789613845
2010-03-27,-501.30890052355977
2010-03-28,-501.9305019305016
2010-03-29,-502.53164556961985
2010-03-30,-503.11332503113266
2010-03-31,-503.6764705882347
2010-04-01,-506.06796116504825
2010-04-02,-508.41346153846126
2010-04-03,-510.7142857142855
2010-04-04,-512.9716981132073
2010-04-05,-515.18691588785
2010-04-06,-517.3611111111109
2010-04-07,-519.4954128440365
2010-04-08,-521.5909090909089
2010-04-09,-523.6486486486484
2010-04-10,-525.6696428571425
2010-04-11,-527.654867256637
2010-04-12,-529.6052631578943
2010-04-13,-531.5217391304346
2010-04-14,-533.405172413793
2010-04-15,-535.2564102564099
2010-04-16,-537.0762711864403
2010-04-17,-538.8655462184871
2010-04-18,-540.6249999999998
2010-04-19,-542.3553719008262
2010-04-20,-544.05737704918
2010-04-21,-545.7317073170728
2010-04-22,-547.3790322580643
2010-04-23,-548.9999999999999
2010-04-24,-550.595238095238
2010-04-25,-552.1653543307084
2010-04-26,-553.7109374999998
2010-04-27,-555.2325581395344
2010-04-28,-556.7307692307692
2010-04-29,-558.2061068702288
2010-04-30,-559.6590909090907
2010-05-01,-565.5893536121671
2010-05-02,-571.5648854961829
2010-05-03,-577.5862068965513
2010-05-04,-583.6538461538456
2010-05-05,-589.7683397683393
2010-05-06,-595.9302325581391
2010-05-07,-602.140077821011
2010-05-08,-608.3984374999994
2010-05-09,-614.7058823529406
2010-05-10,-621.0629921259838
2010-05-11,-627.4703557312247
2010-05-12,-633.9285714285709
2010-05-13,-640.4382470119518
2010-05-14,-646.9999999999994
2010-05-15,-653.6144578313249
2010-05-16,-660.2822580645156
2010-05-17,-667.0040485829953
2010-05-18,-673.7804878048775
2010-05-19,-680.6122448979587
2010-05-20,-687.4999999999995
2010-05-21,-694.4444444444439
2010-05-22,-701.446280991735
2010-05-23,-708.5062240663896
2010-05-24,-715.6249999999994
2010-05-25,-722.8033472803344
2010-05-26,-730.0420168067222
2010-05-27,-737.3417721518982
2010-05-28,-744.7033898305082
2010-05-29,-752.1276595744677
2010-05-30,-759.6153846153841
2010-05-31,-767.1673819742488
2010-06-01,-735.2024922118377
2010-06-02,-705.2313883299798
2010-06-03,-677.073170731707
2010-06-04,-650.5681818181819
2010-06-05,-625.57497700092
2010-06-06,-601.9677996422181
2010-06-07,-579.6344647519581
2010-06-08,-558.4745762711864
2010-06-09,-538.3980181668043
2010-06-10,-519.3236714975848
2010-06-11,-501.1783189316574
2010-06-12,-483.89570552147217
2010-06-13,-467.4157303370785
2010-06-14,-451.6837481698388
2010-06-15,-436.6499642090192
2010-06-16,-422.26890756302504
2010-06-17,-408.49897189856034
2010-06-18,-395.30201342281856
2010-06-19,-382.64299802761326
2010-06-20,-370.48969072164925
2010-06-21,-358.81238155401115
2010-06-22,-347.58364312267634
2010-06-23,-336.7781155015196
2010-06-24,-326.37231503579943
2010-06-25,-316.3444639718803
2010-06-26,-306.67433831990775
2010-06-27,-297.3431317128319
2010-06-28,-288.3333333333331
2010-06-29,-279.628618241398
2010-06-30,-271.2137486573575
2010-07-01,-278.31715210355975
2010-07-02,-285.48212351029235
2010-07-03,-292.7094668117518
2010-07-04,-299.99999999999994
2010-07-05,-307.3545554335893
2010-07-06,-314.77398015435494
2010-07-07,-322.2591362126245
2010-07-08,-329.8109010011122
2010-07-09,-337.43016759776526
2010-07-10,-345.1178451178449
2010-07-11,-352.8748590755354
2010-07-12,-360.7021517553793
2010-07-13,-368.6006825938565
2010-07-14,-376.57142857142856
2010-07-15,-384.6153846153844
2010-07-16,-392.73356401384075
2010-07-17,-400.9269988412513
2010-07-18,-409.19674039580906
2010-07-19,-417.54385964912257
2010-07-20,-425.96944770857795
2010-07-21,-434.474616292798
2010-07-22,-443.0604982206404
2010-07-23,-451.7282479141835
2010-07-24,-460.47904191616743
2010-07-25,-469.3140794223825
2010-07-26,-478.23458282950406
2010-07-27,-487.2417982989063
2010-07-28,-496.3369963369962
2010-07-29,-505.5214723926379
2010-07-30,-514.7965474722563
2010-07-31,-524.1635687732341
2010-08-01,-531.1332503113323
2010-08-02,-538.1727158948684
2010-08-03,-545.2830188679243
2010-08-04,-552.4652338811627
2010-08-05,-559.7204574332907
2010-08-06,-567.0498084291182
2010-08-07,-574.4544287548136
2010-08-08,-581.9354838709675
2010-08-09,-589.4941634241242
2010-08-10,-597.1316818774442
2010-08-11,-604.8492791612055
2010-08-12,-612.6482213438732
2010-08-13,-620.5298013245031
2010-08-14,-628.4953395472701
2010-08-15,-636.5461847389556
2010-08-16,-644.6837146702553
2010-08-17,-652.909336941813
2010-08-18,-661.2244897959181
2010-08-19,-669.6306429548563
2010-08-20,-678.1292984869325
2010-08-21,-686.7219917012444
2010-08-22,-695.4102920723225
2010-08-23,-704.1958041958039
2010-08-24,-713.0801687763711
2010-08-25,-722.0650636492218
2010-08-26,-731.1522048364152
2010-08-27,-740.3433476394848
2010-08-28,-749.6402877697841
2010-08-29,-759.0448625180898
2010-08-30,-768.5589519650651
2010-08-31,-778.1844802342605
2010-09-01,-787.0302137067058
2010-09-02,-795.9940652818989
2010-09-03,-805.0784167289022
2010-09-04,-814.2857142857141
2010-09-05,-823.6184708554123
2010-09-06,-833.0792682926829
2010-09-07,-842.6707597851112
2010-09-08,-852.3956723338484
2010-09-09,-862.2568093385213
2010-09-10,-872.2570532915361
2010-09-11,-882.3993685872138
2010-09-12,-892.6868044515102
2010-09-13,-903.1224979983984
2010-09-14,-913.7096774193549
2010-09-15,-924.4516653127539
2010-09-16,-935.3518821603926
2010-09-17,-946.4138499587798
2010-09-18,-957.6411960132889
2010-09-19,-969.0376569037657
2010-09-20,-980.6070826306914
2010-09-21,-992.3534409515715
2010-09-22,-1004.2808219178081
2010-09-23,-1016.3934426229506
2010-09-24,-1028.6956521739125
2010-09-25,-1041.1919368974582
2010-09-26,-1053.8869257950528
2010-09-27,-1066.7853962600175
2010-09-28,-1079.8922800718133
2010-09-29,-1093.2126696832574
2010-09-30,-1106.7518248175184
2010-10-01,-1106.9469835466177
2010-10-02,-1107.142857142857
2010-10-03,-1107.3394495412842
2010-10-04,-1107.536764705882
2010-10-05,-1107.7348066298337
2010-10-06,-1107.9335793357927
2010-10-07,-1108.1330868761547
2010-10-08,-1108.3333333333328
2010-10-09,-1108.5343228200366
2010-10-10,-1108.7360594795537
2010-10-11,-1108.938547486033
2010-10-12,-1109.1417910447753
2010-10-13,-1109.3457943925227
2010-10-14,-1109.5505617977524
2010-10-15,-1109.7560975609747
2010-10-16,-1109.962406015037
2010-10-17,-1110.1694915254236
2010-10-18,-1110.3773584905657
2010-10-19,-1110.586011342155
2010-10-20,-1110.7954545454543
2010-10-21,-1111.0056925996203
2010-10-22,-1111.2167300380227
2010-10-23,-1111.4285714285713
2010-10-24,-1111.6412213740457
2010-10-25,-1111.8546845124283
2010-10-26,-1112.0689655172412
2010-10-27,-1112.2840690978885
2010-10-28,-1112.4999999999998
2010-10-29,-1112.71676300578
2010-10-30,-1112.9343629343625
2010-10-31,-1113.152804642166
2010-11-01,-1120.0387221684412
2010-11-02,-1126.937984496124
2010-11-03,-1133.850630455868
2010-11-04,-1140.7766990291257
2010-11-05,-1147.716229348882
2010-11-06,-1154.6692607003893
2010-11-07,-1161.6358325219085
2010-11-08,-1168.615984405458
2010-11-09,-1175.6097560975606
2010-11-10,-1182.6171874999998
2010-11-11,-1189.6383186705766
2010-11-12,-1196.6731898238747
2010-11-13,-1203.7218413320272
2010-11-14,-1210.78431372549
2010-11-15,-1217.8606476938173
2010-11-16,-1224.950884086444
2010-11-17,-1232.055063913471
2010-11-18,-1239.1732283464567
2010-11-19,-1246.3054187192117
2010-11-20,-1253.4516765285996
2010-11-21,-1260.6120434353404
2010-11-22,-1267.786561264822
2010-11-23,-1274.9752720079127
2010-11-24,-1282.178217821782
2010-11-25,-1289.3954410307233
2010-11-26,-1296.6269841269843
2010-11-27,-1303.8728897715987
2010-11-28,-1311.1332007952283
2010-11-29,-1318.4079601990052
2010-11-30,-1325.6972111553785
2010-12-01,-1340.3826787512592
2010-12-02,-1355.3971486761707
2010-12-03,-1370.7518022657057
2010-12-04,-1386.458333333334
2010-12-05,-1402.5289778714434
2010-12-06,-1418.9765458422178
2010-12-07,-1435.814455231931
2010-12-08,-1453.056768558952
2010-12-09,-1470.7182320441987
2010-12-10,-1488.814317673378
2010-12-11,-1507.3612684031712
2010-12-12,-1526.3761467889908
2010-12-13,-1545.8768873403014
2010-12-14,-1565.8823529411764
2010-12-15,-1586.4123957091774
2010-12-16,-1607.4879227053138
2010-12-17,-1629.130966952264
2010-12-18,-1651.3647642679898
2010-12-19,-1674.2138364779876
2010-12-20,-1697.7040816326526
2010-12-21,-1721.8628719275546
2010-12-22,-1746.7191601049872
2010-12-23,-1772.303595206391
2010-12-24,-1798.6486486486485
2010-12-25,-1825.7887517146771
2010-12-26,-1853.7604456824508
2010-12-27,-1882.6025459688829
2010-12-28,-1912.3563218390798
2010-12-29,-1943.065693430656
2010-12-30,-1974.7774480712164
2010-12-31,-2007.5414781297125
2011-01-01,-2061.7283950617275
2011-01-02,-2118.4834123222736
2011-01-03,-2177.9935275080893
2011-01-04,-2240.4643449419555
2011-01-05,-2306.122448979591
2011-01-06,-2375.2181500872575
2011-01-07,-2448.0286738351233
2011-01-08,-2524.8618784530363
2011-01-09,-2606.0606060606037
2011-01-10,-2692.0077972709537
2011-01-11,-2783.1325301204793
2011-01-12,-2879.917184265008
2011-01-13,-2982.9059829059806
2011-01-14,-3092.7152317880764
2011-01-15,-3210.045662100454
2011-01-16,-3335.6973995271837
2011-01-17,-3470.5882352941153
2011-01-18,-3615.7760814249323
2011-01-19,-3772.4867724867695
2011-01-20,-3942.148760330577
2011-01-21,-4126.436781609192
2011-01-22,-4327.327327327323
2011-01-23,-4547.1698113207485
2011-01-24,-4788.778877887785
2011-01-25,-5055.555555555548
2011-01-26,-5351.648351648347
2011-01-27,-5682.170542635651
2011-01-28,-6053.497942386826
2011-01-29,-6473.68421052631
2011-01-30,-6953.051643192485
2011-01-31,-7505.050505050498
2011-02-01,-8141.304347826079
2011-02-02,-8882.352941176465
2011-02-03,-9756.410256410254
2011-02-04,-10802.816901408445
2011-02-05,-12078.124999999987
2011-02-06,-13666.66666666665
2011-02-07,-15699.999999999989
2011-02-08,-18395.34883720929
2011-02-09,-22138.88888888888
2011-02-10,-27689.65517241375
2011-02-11,-36772.72727272713
2011-02-12,-54333.333333333176
2011-02-13,-102624.99999999968
2011-02-14,-826999.9999999587
2011-02-15,138833.3333333346
2011-02-16,64538.46153846167
2011-02-17,42250.00000000003
2011-02-18,31518.51851851852
2011-02-19,25205.88235294121
2011-02-20,21048.780487804885
2011-02-21,18104.16666666667
2011-02-22,15909.09090909091
2011-02-23,14209.677419354839
2011-02-24,12855.07246376812
2011-02-25,11750.000000000005
2011-02-26,10831.32530120482
2011-02-27,10055.555555555558
2011-02-28,9391.752577319594
2011-03-01,9099.502487562191
2011-03-02,8826.923076923083
2011-03-03,8572.093023255818
2011-03-04,8333.333333333341
2011-03-05,8109.170305676858
2011-03-06,7898.305084745766
2011-03-07,7699.588477366259
2011-03-08,7512.0000000000055
2011-03-09,7334.630350194557
2011-03-10,7166.66666666667
2011-03-11,7007.380073800744
2011-03-12,6856.115107913673
2011-03-13,6712.280701754391
2011-03-14,6575.342465753429
2011-03-15,6444.81605351171
2011-03-16,6320.261437908502
2011-03-17,6201.277955271569
2011-03-18,6087.5
2011-03-19,5978.593272171254
2011-03-20,5874.251497005989
2011-03-21,5774.193548387098
2011-03-22,5678.160919540227
2011-03-23,5585.915492957746
2011-03-24,5497.237569060772
2011-03-25,5411.924119241192
2011-03-26,5329.787234042554
2011-03-27,5250.65274151436
2011-03-28,5174.358974358974
2011-03-29,5100.755667506299
2011-03-30,5029.702970297031
2011-03-31,4961.070559610707
2011-04-01,4887.290167865709
2011-04-02,4815.602836879434
2011-04-03,4745.920745920747
2011-04-04,4678.160919540232
2011-04-05,4612.244897959186
2011-04-06,4548.098434004476
2011-04-07,4485.651214128036
2011-04-08,4424.836601307191
2011-04-09,4365.591397849463
2011-04-10,4307.855626326964
2011-04-11,4251.572327044026
2011-04-12,4196.687370600414
2011-04-13,4143.14928425358
2011-04-14,4090.9090909090914
2011-04-15,4039.9201596806383
2011-04-16,3990.138067061145
2011-04-17,3941.520467836258
2011-04-18,3894.026974951829
2011-04-19,3847.6190476190477
2011-04-20,3802.2598870056504
2011-04-21,3757.914338919925
2011-04-22,3714.5488029465923
2011-04-23,3672.1311475409825
2011-04-24,3630.63063063063
2011-04-25,3590.0178253119425
2011-04-26,3550.264550264549
2011-04-27,3511.3438045375224
2011-04-28,3473.2297063903275
2011-04-29,3435.897435897435
2011-04-30,3399.323181049069
2011-05-01,3368.067226890756
2011-05-02,3337.228714524206
2011-05-03,3306.7993366500823
2011-05-04,3276.77100494234
2011-05-05,3247.1358428805233
2011-05-06,3217.886178861788
2011-05-07,3189.0145395799677
2011-05-08,3160.513643659711
2011-05-09,3132.3763955342897
2011-05-10,3104.59587955626
2011-05-11,3077.1653543307093
2011-05-12,3050.078247261346
2011-05-13,3023.3281493001564
2011-05-14,2996.9088098918096
2011-05-15,2970.814132104455
2011-05-16,2945.0381679389325
2011-05-17,2919.5751138088017
2011-05-18,2894.4193061840133
2011-05-19,2869.5652173913054
2011-05-20,2845.0074515648294
2011-05-21,2820.740740740742
2011-05-22,2796.759941089839
2011-05-23,2773.0600292825775
2011-05-24,2749.6360989810782
2011-05-25,2726.4833574529675
2011-05-26,2703.597122302159
2011-05-27,2680.9728183118755
2011-05-28,2658.605974395449
2011-05-29,2636.492220650637
2011-05-30,2614.627285513362
2011-05-31,2593.0069930069935
2011-06-01,2611.5819209039555
2011-06-02,2630.527817403709
2011-06-03,2649.8559077809805
2011-06-04,2669.5778748180496
2011-06-05,2689.705882352941
2011-06-06,2710.252600297177
2011-06-07,2731.231231231232
2011-06-08,2752.6555386949926
2011-06-09,2774.539877300614
2011-06-10,2796.899224806201
2011-06-11,2819.749216300941
2011-06-12,2843.1061806656103
2011-06-13,2866.9871794871806
2011-06-14,2891.410048622367
2011-06-15,2916.3934426229516
2011-06-16,2941.9568822553915
2011-06-17,2968.1208053691294
2011-06-18,2994.906621392192
2011-06-19,3022.336769759451
2011-06-20,3050.4347826086964
2011-06-21,3079.2253521126772
2011-06-22,3108.734402852051
2011-06-23,3138.9891696750915
2011-06-24,3170.01828153565
2011-06-25,3201.851851851853
2011-06-26,3234.521575984992
2011-06-27,3268.0608365019025
2011-06-28,3302.5048169556853
2011-06-29,3337.8906250000027
2011-06-30,3374.2574257425754
2011-07-01,3310.077519379846
2011-07-02,3248.5768500948784
2011-07-03,3189.5910780669146
2011-07-04,3132.9690346083785
2011-07-05,3078.571428571429
2011-07-06,3026.2697022767084
2011-07-07,2975.9450171821304
2011-07-08,2927.487352445194
2011-07-09,2880.794701986755
2011-07-10,2835.772357723578
2011-07-11,2792.332268370607
2011-07-12,2750.392464678179
2011-07-13,2709.876543209877
2011-07-14,2670.713201820941
2011-07-15,2632.8358208955224
2011-07-16,2596.18208516887
2011-07-17,2560.693641618497
2011-07-18,2526.3157894736833
2011-07-19,2492.9971988795523
2011-07-20,2460.689655172414
2011-07-21,2429.347826086957
2011-07-22,2398.9290495314594
2011-07-23,2369.393139841688
2011-07-24,2340.7022106631985
2011-07-25,2312.8205128205122
2011-07-26,2285.7142857142862
2011-07-27,2259.351620947631
2011-07-28,2233.7023370233705
2011-07-29,2208.73786407767
2011-07-30,2184.431137724551
2011-07-31,2160.756501182033
2011-08-01,2146.541617819461
2011-08-02,2132.5581395348845
2011-08-03,2118.800461361016
2011-08-04,2105.263157894738
2011-08-05,2091.9409761634515
2011-08-06,2078.82882882883
2011-08-07,2065.921787709498
2011-08-08,2053.2150776053227
2011-08-09,2040.7040704070419
2011-08-10,2028.3842794759837
2011-08-11,2016.2513542795243
2011-08-12,2004.3010752688185
2011-08-13,1992.5293489861267
2011-08-14,1980.9322033898316
2011-08-15,1969.50578338591
